MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,2.9506e-01,5.2734e-02
3.15,2.2445e-01,4.0113e-02
3.25,1.7073e-01,3.0513e-02
3.35,1.2987e-01,2.3211e-02
3.45,9.8789e-02,1.7656e-02
3.5500000000000003,7.5146e-02,1.3430e-02
3.6500000000000004,5.7161e-02,1.0216e-02
3.7500000000000004,4.3481e-02,7.7710e-03
3.8500000000000005,3.3075e-02,5.9111e-03
3.9500000000000006,2.5159e-02,4.4964e-03
4.050000000000001,1.9137e-02,3.4202e-03
4.15,1.4557e-02,2.6016e-03
4.250000000000001,1.1073e-02,1.9789e-03
4.350000000000001,8.4224e-03,1.5053e-03
4.450000000000001,6.4063e-03,1.1450e-03
4.550000000000001,4.8728e-03,8.7087e-04
4.650000000000001,3.7063e-03,6.6239e-04
4.750000000000002,2.8189e-03,5.0380e-04
4.850000000000001,2.1439e-03,3.8316e-04
4.950000000000001,1.6305e-03,2.9140e-04
5.050000000000002,1.2399e-03,2.2159e-04
5.150000000000002,9.4278e-04,1.6850e-04
5.250000000000002,7.1679e-04,1.2811e-04
5.350000000000001,5.4488e-04,9.7381e-05
5.450000000000002,4.1411e-04,7.4011e-05
5.5500000000000025,3.1464e-04,5.6233e-05
5.650000000000002,2.3897e-04,4.2710e-05
5.750000000000002,1.8142e-04,3.2423e-05
5.850000000000002,1.3763e-04,2.4598e-05
5.950000000000003,1.0433e-04,1.8646e-05
6.0500000000000025,7.8997e-05,1.4118e-05
6.150000000000002,5.9726e-05,1.0674e-05
6.250000000000003,4.5067e-05,8.0545e-06
6.350000000000003,3.3916e-05,6.0616e-06
6.450000000000003,2.5434e-05,4.5457e-06
6.5500000000000025,1.8982e-05,3.3926e-06
6.650000000000003,1.4074e-05,2.5154e-06
6.7500000000000036,1.0341e-05,1.8482e-06
6.850000000000003,7.5012e-06,1.3406e-06
6.950000000000003,5.3410e-06,9.5455e-07
7.050000000000003,3.6978e-06,6.6087e-07
7.150000000000003,2.4478e-06,4.3747e-07
7.2500000000000036,1.4970e-06,2.6754e-07
7.350000000000004,7.7371e-07,1.3828e-07
7.450000000000004,2.2354e-07,3.9951e-08
