# coeffs to correct ML from W-A sensitivity from 2080 to 2800, e.g.: ML2800 = c0**4 * ML2080 ... + c4
0.00104215354697,0.00173904237727,0.000436674182356,-0.0102647249236,0.0955448391148,3.99819331184,1.49968777245
