SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
ZONE 1,Z001,area,4.0,1.0,0.9999,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,5502.609,5919.082,4871.846,1.237,1.281,1.193,1.237,0.044,2000;1990;1970;1960;1930;1900;1880,2.95;3.45;3.95;4.45;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,18.64,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 11,Z011,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,8446.189,10088.23,6964.276,1.237,1.281,1.193,1.237,0.044,1980;1970;1960;1950;1910;1885,3.05;3.45;4.05;4.55;5.65;6.45,2022.91,-999.0,-999.0,-999.0,129.63,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 14,Z014,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,814.6281,630.2425,1002.382,1.237,1.281,1.193,1.237,0.044,1990;1960;1945;1885,2.95;3.45;4.55;5.45,2022.91,-999.0,-999.0,-999.0,137.73,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 15,Z015,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,30496.23,37106.61,24761.5,1.363,1.409,1.317,1.363,0.046,2000;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.91,-999.0,-999.0,-999.0,137.0,15.0,Non_cratonic,Non_cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 17,Z017,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,16151.37,19637.62,13122.04,1.363,1.409,1.317,1.363,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.91,-999.0,-999.0,-999.0,116.34,15.0,Cratonic,Cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 18,Z018,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,96608.09,126089.5,73869.38,1.363,1.409,1.317,1.363,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.91,-999.0,-999.0,-999.0,99.98,15.0,Non_cratonic,Non_cratonic,2,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 19,Z019,area,2.0,1.0,0.9999,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,18117.03,22180.45,14637.17,1.363,1.409,1.317,1.363,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.91,-999.0,-999.0,-999.0,97.81,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 2,Z002,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.4,7.5,7.3,7.7,7948.876,8725.523,6896.531,1.237,1.281,1.193,1.237,0.044,2000;1990;1970;1960;1930;1900;1880,2.95;3.45;3.95;4.45;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,36.97,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 28,Z028,area,4.0,1.0,0.9985,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,2032.144,2032.144,2032.144,1.237,1.281,1.193,1.237,0.044,2000;1990;1970;1960;1930;1900;1880,2.95;3.45;3.95;4.45;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,167.29,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 29,Z029,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,23507.34,29210.46,18772.19,1.237,1.281,1.193,1.237,0.044,1995;1980;1970;1960;1930;1905;1880,3.05;3.45;3.95;4.55;5.55;6.05;6.55,2022.91,-999.0,-999.0,-999.0,89.27,28.44,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 3,Z003,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.4,7.5,7.3,7.7,7917.082,8936.314,6744.325,1.237,1.281,1.193,1.237,0.044,1980;1970;1960;1930;1900;1880,3.05;3.95;4.45;5.45;6.05;6.45,2022.91,-999.0,-999.0,-999.0,54.52,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 30,Z030,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,1605.354,1555.389,1518.848,1.237,1.281,1.193,1.237,0.044,1980;1970;1960;1930;1900;1880,3.05;3.95;4.45;5.45;6.05;6.45,2022.91,-999.0,-999.0,-999.0,61.01,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 4,Z004,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,8613.703,10265.92,7114.468,1.237,1.281,1.193,1.237,0.044,1980;1970;1960;1930;1900;1880,3.05;3.95;4.45;5.45;6.05;6.45,2022.91,-999.0,-999.0,-999.0,59.0,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 5,Z005,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,13281.74,16281.62,10726.25,1.237,1.281,1.193,1.237,0.044,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.91,-999.0,-999.0,-999.0,62.75,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 7,Z007,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,794.6256,676.5296,909.2604,1.237,1.281,1.193,1.237,0.044,1990;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.91,-999.0,-999.0,-999.0,116.86,22.37,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 8,Z008,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,21154.09,26491.54,16782.32,1.237,1.281,1.193,1.237,0.044,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.91,-999.0,-999.0,-999.0,92.99,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 9,Z009,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.05,7.5,7.3,7.7,10856.65,13174.08,8840.364,1.237,1.281,1.193,1.237,0.044,1980;1970;1960;1950;1910;1885,3.05;3.45;4.05;4.55;5.65;6.45,2022.91,-999.0,-999.0,-999.0,117.22,24.15,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Western Oceanic Buffer,WOB,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,578.8129,827.6799,394.3337,1.0,1.1,0.9,1.0,0.1,1980;1964;1900,3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,89.0,15.0,Oceanic,Non_cratonic,8,NSHA23CAT_V0.1_hmtk_declustered.csv
Southeasetrn Oceanic Buffer,SEOB,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,836.0148,1337.032,482.5295,1.0,1.1,0.9,1.0,0.1,1980;1964;1900,3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,128.92,42.65,Oceanic,Non_cratonic,8,NSHA23CAT_V0.1_hmtk_declustered.csv
Northwestern Margin - Buffer 2,NWMB2,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,512.4857,512.4857,512.4857,1.084,1.198,0.97,1.084,0.114,2000;1980;1964;1900,3.3;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,105.46,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
Northwestern Margin - Buffer 1 argin,NWMB1,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,328.6019,295.3747,300.2328,1.084,1.198,0.97,1.084,0.114,1980;1964;1900,3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,84.82,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
