MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,3.8770e-02,5.3931e-03
3.65,3.0204e-02,4.2016e-03
3.75,2.3531e-02,3.2733e-03
3.85,1.8332e-02,2.5500e-03
3.95,1.4281e-02,1.9866e-03
4.050000000000001,1.1126e-02,1.5477e-03
4.15,8.6675e-03,1.2057e-03
4.25,6.7523e-03,9.3928e-04
4.3500000000000005,5.2602e-03,7.3172e-04
4.450000000000001,4.0978e-03,5.7002e-04
4.550000000000001,3.1922e-03,4.4405e-04
4.65,2.4866e-03,3.4590e-04
4.750000000000001,1.9370e-03,2.6945e-04
4.850000000000001,1.5088e-03,2.0988e-04
4.950000000000001,1.1752e-03,1.6347e-04
5.050000000000001,9.1525e-04,1.2732e-04
5.150000000000001,7.1277e-04,9.9151e-05
5.250000000000002,5.5502e-04,7.7207e-05
5.350000000000001,4.3213e-04,6.0112e-05
5.450000000000001,3.3639e-04,4.6793e-05
5.550000000000002,2.6180e-04,3.6417e-05
5.650000000000002,2.0369e-04,2.8334e-05
5.750000000000002,1.5841e-04,2.2036e-05
5.850000000000001,1.2314e-04,1.7130e-05
5.950000000000002,9.5666e-05,1.3308e-05
6.0500000000000025,7.4259e-05,1.0330e-05
6.150000000000002,5.7581e-05,8.0099e-06
6.250000000000002,4.4589e-05,6.2026e-06
6.350000000000002,3.4466e-05,4.7945e-06
6.450000000000003,2.6581e-05,3.6975e-06
6.5500000000000025,2.0437e-05,2.8429e-06
6.650000000000002,1.5651e-05,2.1771e-06
6.750000000000003,1.1922e-05,1.6584e-06
6.850000000000003,9.0168e-06,1.2543e-06
6.950000000000003,6.7536e-06,9.3946e-07
7.0500000000000025,4.9904e-06,6.9419e-07
7.150000000000003,3.6168e-06,5.0311e-07
7.2500000000000036,2.5466e-06,3.5425e-07
7.350000000000003,1.7129e-06,2.3827e-07
7.450000000000003,1.0634e-06,1.4792e-07
7.550000000000003,5.5736e-07,7.7532e-08
7.650000000000003,1.6314e-07,2.2693e-08
