MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,2.3487e-01,2.7247e-02
3.25,1.8135e-01,2.1039e-02
3.35,1.4003e-01,1.6245e-02
3.45,1.0812e-01,1.2543e-02
3.5500000000000003,8.3485e-02,9.6851e-03
3.6500000000000004,6.4461e-02,7.4782e-03
3.7500000000000004,4.9772e-02,5.7742e-03
3.8500000000000005,3.8430e-02,4.4584e-03
3.9500000000000006,2.9673e-02,3.4424e-03
4.050000000000001,2.2911e-02,2.6579e-03
4.15,1.7689e-02,2.0521e-03
4.250000000000001,1.3657e-02,1.5844e-03
4.350000000000001,1.0544e-02,1.2233e-03
4.450000000000001,8.1407e-03,9.4441e-04
4.550000000000001,6.2846e-03,7.2909e-04
4.650000000000001,4.8515e-03,5.6283e-04
4.750000000000002,3.7449e-03,4.3445e-04
4.850000000000001,2.8904e-03,3.3532e-04
4.950000000000001,2.2307e-03,2.5878e-04
5.050000000000002,1.7212e-03,1.9968e-04
5.150000000000002,1.3279e-03,1.5405e-04
5.250000000000002,1.0241e-03,1.1881e-04
5.350000000000001,7.8962e-04,9.1605e-05
5.450000000000002,6.0854e-04,7.0597e-05
5.5500000000000025,4.6871e-04,5.4375e-05
5.650000000000002,3.6074e-04,4.1850e-05
5.750000000000002,2.7738e-04,3.2179e-05
5.850000000000002,2.1301e-04,2.4711e-05
5.950000000000003,1.6330e-04,1.8945e-05
6.0500000000000025,1.2492e-04,1.4493e-05
6.150000000000002,9.5290e-05,1.1055e-05
6.250000000000003,7.2408e-05,8.4002e-06
6.350000000000003,5.4740e-05,6.3505e-06
6.450000000000003,4.1098e-05,4.7678e-06
6.5500000000000025,3.0564e-05,3.5458e-06
6.650000000000003,2.2430e-05,2.6022e-06
6.7500000000000036,1.6150e-05,1.8736e-06
6.850000000000003,1.1300e-05,1.3110e-06
6.950000000000003,7.5560e-06,8.7658e-07
7.050000000000003,4.6648e-06,5.4116e-07
7.150000000000004,2.4323e-06,2.8217e-07
7.2500000000000036,7.0848e-07,8.2191e-08
