MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,4.2995e-02,3.4879e-03
3.65,3.3413e-02,2.7106e-03
3.75,2.5967e-02,2.1065e-03
3.85,2.0179e-02,1.6370e-03
3.95,1.5682e-02,1.2722e-03
4.050000000000001,1.2187e-02,9.8864e-04
4.15,9.4706e-03,7.6829e-04
4.25,7.3597e-03,5.9705e-04
4.3500000000000005,5.7193e-03,4.6397e-04
4.450000000000001,4.4444e-03,3.6055e-04
4.550000000000001,3.4537e-03,2.8017e-04
4.65,2.6837e-03,2.1771e-04
4.750000000000001,2.0854e-03,1.6917e-04
4.850000000000001,1.6203e-03,1.3145e-04
4.950000000000001,1.2590e-03,1.0213e-04
5.050000000000001,9.7812e-04,7.9348e-05
5.150000000000001,7.5986e-04,6.1642e-05
5.250000000000002,5.9025e-04,4.7883e-05
5.350000000000001,4.5843e-04,3.7189e-05
5.450000000000001,3.5599e-04,2.8879e-05
5.550000000000002,2.7638e-04,2.2421e-05
5.650000000000002,2.1451e-04,1.7402e-05
5.750000000000002,1.6643e-04,1.3502e-05
5.850000000000001,1.2907e-04,1.0471e-05
5.950000000000002,1.0003e-04,8.1149e-06
6.0500000000000025,7.7465e-05,6.2842e-06
6.150000000000002,5.9927e-05,4.8615e-06
6.250000000000002,4.6298e-05,3.7559e-06
6.350000000000002,3.5707e-05,2.8967e-06
6.450000000000003,2.7476e-05,2.2289e-06
6.5500000000000025,2.1079e-05,1.7100e-06
6.650000000000002,1.6107e-05,1.3067e-06
6.750000000000003,1.2244e-05,9.9329e-07
6.850000000000003,9.2418e-06,7.4972e-07
6.950000000000003,6.9085e-06,5.6044e-07
7.0500000000000025,5.0952e-06,4.1334e-07
7.150000000000003,3.6860e-06,2.9902e-07
7.2500000000000036,2.5909e-06,2.1018e-07
7.350000000000003,1.7398e-06,1.4114e-07
7.450000000000003,1.0784e-06,8.7487e-08
7.550000000000003,5.6444e-07,4.5789e-08
7.650000000000003,1.6499e-07,1.3384e-08
