MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,2.0790e-01,2.8899e-02
3.25,1.6402e-01,2.2799e-02
3.35,1.2940e-01,1.7986e-02
3.45,1.0208e-01,1.4190e-02
3.5500000000000003,8.0535e-02,1.1194e-02
3.6500000000000004,6.3535e-02,8.8314e-03
3.7500000000000004,5.0123e-02,6.9671e-03
3.8500000000000005,3.9542e-02,5.4964e-03
3.9500000000000006,3.1195e-02,4.3361e-03
4.050000000000001,2.4609e-02,3.4207e-03
4.15,1.9414e-02,2.6986e-03
4.250000000000001,1.5315e-02,2.1288e-03
4.350000000000001,1.2082e-02,1.6793e-03
4.450000000000001,9.5306e-03,1.3247e-03
4.550000000000001,7.5180e-03,1.0450e-03
4.650000000000001,5.9302e-03,8.2429e-04
4.750000000000002,4.6775e-03,6.5018e-04
4.850000000000001,3.6893e-03,5.1281e-04
4.950000000000001,2.9097e-03,4.0444e-04
5.050000000000002,2.2946e-03,3.1895e-04
5.150000000000002,1.8093e-03,2.5150e-04
5.250000000000002,1.4265e-03,1.9829e-04
5.350000000000001,1.1245e-03,1.5631e-04
5.450000000000002,8.8624e-04,1.2319e-04
5.5500000000000025,6.9827e-04,9.7059e-05
5.650000000000002,5.4997e-04,7.6446e-05
5.750000000000002,4.3298e-04,6.0184e-05
5.850000000000002,3.4068e-04,4.7355e-05
5.950000000000003,2.6786e-04,3.7233e-05
6.0500000000000025,2.1042e-04,2.9248e-05
6.150000000000002,1.6510e-04,2.2948e-05
6.250000000000003,1.2934e-04,1.7978e-05
6.350000000000003,1.0113e-04,1.4058e-05
6.450000000000003,7.8880e-05,1.0964e-05
6.5500000000000025,6.1324e-05,8.5240e-06
6.650000000000003,4.7473e-05,6.5988e-06
6.7500000000000036,3.6546e-05,5.0799e-06
6.850000000000003,2.7926e-05,3.8816e-06
6.950000000000003,2.1125e-05,2.9363e-06
7.050000000000003,1.5759e-05,2.1905e-06
7.150000000000004,1.1526e-05,1.6021e-06
7.2500000000000036,8.1868e-06,1.1380e-06
7.350000000000003,5.5523e-06,7.7177e-07
7.450000000000005,3.4738e-06,4.8286e-07
7.550000000000004,1.8341e-06,2.5494e-07
7.650000000000004,5.4049e-07,7.5128e-08
