MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.65,6.7715e-01,8.8575e-03
3.75,5.3223e-01,6.9619e-03
3.85,4.1833e-01,5.4720e-03
3.95,3.2880e-01,4.3009e-03
4.050000000000001,2.5843e-01,3.3804e-03
4.15,2.0312e-01,2.6569e-03
4.25,1.5964e-01,2.0882e-03
4.3500000000000005,1.2547e-01,1.6412e-03
4.450000000000001,9.8611e-02,1.2899e-03
4.550000000000001,7.7500e-02,1.0137e-03
4.65,6.0907e-02,7.9670e-04
4.750000000000001,4.7865e-02,6.2609e-04
4.850000000000001,3.7613e-02,4.9200e-04
4.950000000000001,2.9556e-02,3.8660e-04
5.050000000000001,2.3222e-02,3.0376e-04
5.150000000000001,1.8244e-02,2.3865e-04
5.250000000000002,1.4332e-02,1.8747e-04
5.350000000000001,1.1256e-02,1.4724e-04
5.450000000000001,8.8391e-03,1.1562e-04
5.550000000000002,6.9391e-03,9.0767e-05
5.650000000000002,5.4457e-03,7.1233e-05
5.750000000000002,4.2719e-03,5.5879e-05
5.850000000000001,3.3493e-03,4.3811e-05
5.950000000000002,2.6241e-03,3.4325e-05
6.0500000000000025,2.0541e-03,2.6869e-05
6.150000000000002,1.6061e-03,2.1009e-05
6.250000000000002,1.2540e-03,1.6403e-05
6.350000000000002,9.7721e-04,1.2782e-05
6.450000000000003,7.5966e-04,9.9368e-06
6.5500000000000025,5.8867e-04,7.7001e-06
6.650000000000002,4.5427e-04,5.9420e-06
6.750000000000003,3.4862e-04,4.5602e-06
6.850000000000003,2.6559e-04,3.4741e-06
6.950000000000003,2.0033e-04,2.6204e-06
7.0500000000000025,1.4903e-04,1.9494e-06
7.150000000000003,1.0871e-04,1.4219e-06
7.2500000000000036,7.7015e-05,1.0074e-06
7.350000000000003,5.2104e-05,6.8155e-07
7.450000000000003,3.2525e-05,4.2545e-07
7.550000000000003,1.7136e-05,2.2414e-07
7.650000000000004,5.0396e-06,6.5921e-08
