SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Zone 7c,ZN7c,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,2359.502,3974.1,1372.865,0.973,1.058,0.888,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,103.38,15.0,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
Zone 8,ZN8,area,1.0,1.0,0.9996,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,14290.86,18886.43,10787.01,1.016,1.062,0.971,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,88.61,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Southwestern Oceanic Buffer,SWOB,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,246.8834,285.4816,199.6848,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,94.37,15.0,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Southeastern Oceanic Buffer,SEOB,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,331.2361,416.3763,250.8486,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,132.18,45.85,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Nusa Tenggara Shallow,NTS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,30.0,999,4.5,5.75,8.0,7.8,8.2,36015.75,62466.79,20351.41,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,10.0,90.0,0.0,164.44,20.79,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Tanimbar,TB,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,29074.21,47288.86,17414.34,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,225.0,30.0,90.0,103.93,71.44,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
West Banda Sea,WBS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,80565.98,161123.9,38270.75,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,30.0,90.0,25.79,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Taira Adiuna Fault System,TAFS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,6.1,7.8,7.6,8.0,33082.67,53134.63,19842.44,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,78.0,90.0,0.0,18.9,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wapengo,WPG,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.9,7.7,8.1,35135.87,60150.0,20126.52,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,42.0,90.0,0.0,21.33,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papuan Fold-Thrust Belt,PFTB,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,70438.55,138675.4,33790.73,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,41.47,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Memberamo Thrust Belt,MTB,area,9.0,1.0,1.0,25.0,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.0,7.8,8.2,88399.78,181227.1,41323.38,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,120.0,45.0,90.0,42.81,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone South,BTFZS,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,48944.36,91108.15,24270.9,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,90.0,42.81,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Adelbert Block,ADB,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,7.8,7.6,8.0,50695.29,94367.45,25139.17,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,90.0,0.0,32.92,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Huon Peninsula,HP,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,112125.4,235189.3,51611.98,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,30.0,45.0,90.0,32.92,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
South Bismark Plate,SBS,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.0,7.8,8.2,208641.3,463613.8,92123.83,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,26.06,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Outer Trench,NBOT,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,30.0,999,4.5,6.0,8.2,8.0,8.4,158628.3,339774.0,70838.02,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,270.0,45.0,90.0,98.4,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Trench,NBT,area,10.0,1.0,1.0,25.0,-999.0,-999.0,1.0,60.0,999,4.5,6.1,8.8,8.6,9.0,15962.25,49458.4,5039.682,0.703,0.795,0.612,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,9.56,15.0,Interface,Subduction,10,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Woodlark Microplate,WM,area,9.0,1.0,1.0,17.5,-999.0,-999.0,1.0,40.0,999,4.5,5.75,8.4,8.2,8.6,60822.72,116219.7,29709.03,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,73.57,16.45,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Woodlark Basin,WB,area,9.0,1.0,1.0,10.0,-999.0,-999.0,1.0,35.0,999,4.5,5.75,7.6,7.4,7.8,36812.22,63848.22,20801.48,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,90.0,0.0,71.86,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Region of New Britain Deep,RNBD,area,11.7,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.75,8.3,8.1,8.5,62409.03,94819.24,39459.23,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,0.51,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone Deep,BTFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.75,8.3,8.1,8.5,66709.69,102577.8,41812.7,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,32.92,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Owen Stanley Fault Zone Deep,OSFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,180.0,380,4.5,5.75,8.3,8.1,8.5,16275.7,18685.9,13635.3,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,36.15,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Mamberamo Thrust Belt Deep,MTBD,area,11.5,1.0,1.0,100.0,-999.0,-999.0,60.0,130.0,330,4.5,5.75,8.3,8.1,8.5,20645.43,26701.89,14446.63,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,41.27,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bismake Sea Seismic Lineation,BSSL,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.75,8.2,8.0,8.4,269433.0,610477.4,117190.3,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,100.0,90.0,0.0,35.34,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wandamen Ransiki Fault Zone,WRFS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.2,7.0,7.4,28277.74,45993.4,16937.28,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,160.0,90.0,0.0,26.28,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Cendrawasih,CDW,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.6,7.4,7.8,17900.99,22122.92,13053.02,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,50.0,40.0,90.0,21.33,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Waropen,WRP,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.8,7.6,8.0,12684.35,15168.43,9558.631,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,30.0,90.0,39.74,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor Platform,TP,area,6.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.8,7.7,7.5,7.9,1225.87,1712.43,814.8752,0.969,1.043,0.894,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,50.92,15.0,Extended,Non_cratonic,6,NSHA18CAT_V0.1_hmtk_declustered.csv
NE Coral Sea,NECS,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1308.523,1308.523,1308.523,0.973,1.058,0.888,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,62.39,23.36,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
NW oceanic,NWO,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,264.3611,221.9223,258.634,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,98.5,15.0,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Lengguru,LGR,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.0,6.8,7.2,8534.483,7782.284,7686.676,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,155.0,45.0,-90.0,24.71,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 40-100km,BS_40_100,area,11.1,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,71246.62,109311.8,44728.74,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,172.23,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 100-200km,BS_100_200,area,11.1,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,27285.65,40841.53,17435.23,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,101.32,70.91,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 200-300km,BS_200_300,area,11.1,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,31326.99,30033.64,30088.19,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,169.74,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 40-100km,TMR_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,10477.84,11494.21,9084.175,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,163.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 40-100km,NT_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,22174.18,30814.87,14878.56,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,166.76,23.83,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 100-200km,NT_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,12898.42,8302.136,16248.89,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.97,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 300-400km,BS_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,17940.41,21325.26,14612.45,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,29.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 200-300km,NT_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,7212.765,4642.535,9086.343,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,129.5,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 300-400km,NT_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,16738.87,10774.06,21086.94,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.17,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 400-500km,BS_400_500,area,11.2,1.0,1.0,450.0,-999.0,-999.0,400.0,500.0,700,4.5,5.75,8.3,8.1,8.5,64096.32,100060.6,39726.33,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda_500_600km,BS_500_600,area,11.2,1.0,1.0,550.0,-999.0,-999.0,500.0,600.0,800,4.5,5.75,8.3,8.1,8.5,64099.1,97884.76,40379.16,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda Sea,BS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,111360.0,232641.0,51401.77,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,225.0,30.0,90.0,172.23,66.63,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papaua Fold-Thrust Belt - Fly Platform Boundary,PFTB_FP,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.75,8.0,7.8,8.2,50695.29,94367.45,25139.17,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,28.41,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 40-100km,SRM_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,6213.813,6816.565,5387.308,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,32.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 100-200km,SRM_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,2293.256,1489.562,2854.729,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 200-300km,SRM_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,1692.424,1692.424,1692.424,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 100-200km,TMR_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,4289.519,2760.971,5403.759,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,161.67,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 200-300km,TMR_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,3887.198,2524.893,4838.927,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 300-400km,TMR_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,8872.679,8506.366,8521.818,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Northwest Margin - Buffer1,NWMB1,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,409.3686,319.6317,430.5965,0.973,1.058,0.888,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,84.82,15.0,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
Northwest Margin - Buffer2,NWMB2,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,311.0007,311.0007,311.0007,0.973,1.058,0.888,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,106.56,15.0,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
