1936 02 08 1211 145.610 -5.106  64.0 6.21 MW 
1942 06 06 1453 146.228 -5.465  65.0 6.07 MW 
1965 03 04 0148 146.993 -5.487 200.0 5.70 MW 
1965 07 13 1937 143.219 -4.334 103.0 5.80 MW 
1965 10 04 0013 147.293 -6.391  70.0 5.54 MW 
1967 11 14 0528 147.112 -5.460 210.0 5.93 MW 
1968 09 15 0309 146.634 -6.456 104.0 5.59 MW 
1969 03 10 0654 147.214 -5.614 199.5 5.81 MW 
1969 06 24 0329 146.745 -5.894 100.0 5.55 MW 
1970 07 30 0852 143.965 -4.534 101.5 5.54 MW 
1971 02 12 1906 146.457 -6.369 128.4 5.79 MW 
1971 07 19 1448 144.508 -4.890  69.5 5.93 MW 
1971 09 27 1456 145.452 -5.822 110.0 5.67 MW 
1972 03 30 2316 146.320 -6.231 105.2 5.79 MW 
1972 09 19 1508 148.155 -5.793 195.1 5.85 MW 
1972 11 04 0947 144.548 -4.867  82.5 5.75 MW 
1972 11 05 2008 146.669 -5.426 233.3 5.76 MW 
1973 02 11 1032 147.448 -6.561  60.0 5.58 MW 
1973 08 13 0828 143.961 -4.524 105.0 6.02 MW 
1974 09 05 2118 143.543 -4.270 105.0 5.69 MW 
1974 09 20 2120 146.060 -6.245 116.0 5.89 MW 
1974 10 16 1730 148.340 -6.330  70.0 5.61 MW 
1977 10 15 2059 147.123 -5.603 194.0 5.50 MW 
1978 08 30 2028 147.103 -5.895  69.9 5.62 MW gcmt
1979 04 01 1058 147.917 -8.517 111.6 5.50 MW 
1979 11 27 1111 147.341 -5.580 201.7 5.51 MW gcmt
1981 05 29 1919 145.776 -5.620  69.8 5.55 MW 
1984 02 04 0640 147.548 -5.812 105.6 5.62 MW 
1988 09 30 0545 144.732 -4.893  93.5 5.66 MW gcmt
1989 04 02 1043 146.858 -5.384 237.3 5.61 MW gcmt
1990 09 15 0311 144.164 -4.446 110.1 5.50 MW 
2001 02 01 0802 147.172 -5.872  63.2 5.57 MW gcmt
