eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
184003310630,ML2MW,1840,3,31,6,30,0.0,,138.6,-34.9,,,,7.0,,2.8053596122,,ML
184101272155,ML2MW,1841,1,27,21,55,0.0,,151.6,-32.8,,,,10.0,,4.43901626574,,ML
184104211500,ML2MW,1841,4,21,15,0,0.0,,145.0,-38.0,,,,nan,,3.71431049482,,ML
184110300000,ML2MW,1841,10,30,0,0,0.0,,145.0,-38.0,,,,10.0,,3.71431049482,,ML
184210271930,ML2MW,1842,10,27,19,30,0.0,,151.6,-32.6,,,,10.0,,4.78617069077,,ML
184704280630,ML2MW,1847,4,28,6,30,0.0,,144.8,-37.8,,,,10.0,,3.71431049482,,ML
184809130630,ML2MW,1848,9,13,6,30,0.0,,138.6,-34.9,,,,7.0,,3.00065810168,,ML
184809141830,ML2MW,1848,9,14,18,30,0.0,,138.9,-33.7,,,,10.0,,3.41728201236,,ML
184810120130,ML2MW,1848,10,12,1,30,0.0,,144.8,-37.8,,,,10.0,,3.00065810168,,ML
184811010000,ML2MW,1848,11,1,0,0,0.0,,142.5,-38.4,,,,10.0,,3.00065810168,,ML
185009240000,ML2MW,1850,9,24,0,0,0.0,,149.0,-35.0,,,,nan,,3.71431049482,,ML
185205191030,ML2MW,1852,5,19,10,30,0.0,,138.517,-35.15,,,,7.0,,2.8053596122,,ML
185309151630,ML2MW,1853,9,15,16,30,0.0,,138.11,-32.85,,,,11.0,,4.10728520766,,ML
185502182200,ML2MW,1855,2,18,22,0,0.0,,138.95,-34.35,,,,7.0,,3.56386833272,,ML
185509161712,ML2MW,1855,9,16,17,12,0.0,,144.8,-38.7,,,,10.0,,4.96553166589,,ML
185606241650,ML2MW,1856,6,24,16,50,0.0,,138.7,-34.65,,,,7.0,,4.02676234422,,ML
185704271420,ML2MW,1857,4,27,14,20,0.0,,138.18,-35.833,,,,7.0,,3.20463223507,,ML
185808211245,ML2MW,1858,8,21,12,45,0.0,,139.0,-34.567,,,,8.0,,3.49009319232,,ML
185906120830,ML2MW,1859,6,12,8,30,0.0,,140.783,-37.833,,,,9.0,,3.63860743355,,ML
185911211850,ML2MW,1859,11,21,18,50,0.0,,145.2,-40.7,,,,10.0,,4.87536919811,,ML
186212142055,ML2MW,1862,12,14,20,55,0.0,,138.7,-34.067,,,,8.0,,3.86860849865,,ML
186608241245,ML2MW,1866,8,24,12,45,0.0,,138.867,-34.883,,,,7.0,,3.79097751652,,ML
186612022020,ML2MW,1866,12,2,20,20,0.0,,139.133,-33.367,,,,8.0,,3.20463223507,,ML
186806181358,ML2MW,1868,6,18,13,58,0.0,,151.6,-32.8,,,,10.0,,4.78617069077,,ML
186810280345,ML2MW,1868,10,28,3,45,0.0,,138.7,-33.58,,,,7.0,,3.94720344122,,ML
186908291850,ML2MW,1869,8,29,18,50,0.0,,147.0,-37.0,,,,10.0,,4.52435893135,,ML
187101110745,ML2MW,1871,1,11,7,45,0.0,,138.833,-33.783,,,,10.0,,3.63860743355,,ML
187101121155,ML2MW,1871,1,12,11,55,0.0,,139.0,-32.667,,,,11.0,,3.27455153373,,ML
187106080410,ML2MW,1871,6,8,4,10,0.0,,148.1,-35.3,,,,10.0,,4.78617069077,,ML
187201031215,ML2MW,1872,1,3,12,15,0.0,,148.1,-35.5,,,,10.0,,4.43901626574,,ML
187201301340,ML2MW,1872,1,30,13,40,0.0,,138.883,-34.067,,,,9.0,,4.35463756057,,ML
187206080940,ML2MW,1872,6,8,9,40,0.0,,138.95,-33.95,,,,7.0,,3.79097751652,,ML
187208071910,ML2MW,1872,8,7,19,10,0.0,,144.0,-37.0,,,,nan,,3.00065810168,,ML
187208121200,ML2MW,1872,8,12,12,0,0.0,,152.0,-26.75,,,,10.0,,3.00065810168,,ML
187210180853,ML2MW,1872,10,18,8,53,0.0,,150.0,-33.7,,,,10.0,,4.78617069077,,ML
187304220600,ML2MW,1873,4,22,6,0,0.0,,145.25,-38.5,,,,10.0,,3.34543479283,,ML
187312150400,ML2MW,1873,12,15,4,0,0.0,,127.5,-26.25,,,,0.0,,5.43080341128,,ML
187509162000,ML2MW,1875,9,16,20,0,0.0,,152.5,-27.5,,,,0.0,,3.00065810168,,ML
187511111050,ML2MW,1875,11,11,10,50,0.0,,148.5,-22.0,,,,0.0,,3.94720344122,,ML
187511241100,ML2MW,1875,11,24,11,0,0.0,,152.0,-28.1,,,,10.0,,3.63860743355,,ML
187603191530,ML2MW,1876,3,19,15,30,0.0,,139.083,-34.517,,,,7.0,,3.49009319232,,ML
187702262145,ML2MW,1877,2,26,21,45,0.0,,152.8,-27.5,,,,10.0,,4.10728520766,,ML
187708211630,ML2MW,1877,8,21,16,30,0.0,,138.767,-35.017,,,,7.0,,2.8053596122,,ML
187911300030,ML2MW,1879,11,30,0,30,0.0,,138.55,-33.817,,,,7.0,,3.86860849865,,ML
188001251130,ML2MW,1880,1,25,11,30,0.0,,138.367,-33.617,,,,9.0,,3.20463223507,,ML
188002030630,ML2MW,1880,2,3,6,30,0.0,,146.4,-43.0,,,,10.0,,4.96553166589,,ML
188004280930,ML2MW,1880,4,28,9,30,0.0,,139.25,-35.333,,,,7.0,,3.79097751652,,ML
188007310700,ML2MW,1880,7,31,7,0,0.0,,148.4,-31.0,,,,10.0,,3.13567689684,,ML
188008101900,ML2MW,1880,8,10,19,0,0.0,,151.9,-28.9,,,,10.0,,3.41728201236,,ML
188010260100,ML2MW,1880,10,26,1,0,0.0,,151.6,-31.0,,,,10.0,,3.13567689684,,ML
188106071400,ML2MW,1881,6,7,14,0,0.0,,145.25,-38.5,,,,10.0,,3.34543479283,,ML
188203181630,ML2MW,1882,3,18,16,30,0.0,,138.9,-35.267,,,,7.0,,3.00065810168,,ML
188209180730,ML2MW,1882,9,18,7,30,0.0,,138.63,-34.517,,,,7.0,,3.06768551904,,ML
188210240000,ML2MW,1882,10,24,0,0,0.0,,139.85,-36.83,,,,10.0,,3.06768551904,,ML
188307071358,ML2MW,1883,7,7,13,58,0.0,,138.7,-35.1,,,,10.0,,4.27122281583,,ML
188308281655,ML2MW,1883,8,28,16,55,0.0,,151.7,-25.5,,,,10.0,,5.33582114133,,ML
188403261356,ML2MW,1884,3,26,13,56,0.0,,150.0,-37.0,,,,10.0,,3.71431049482,,ML
