MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.25,6.1313e-02,2.6888e-03
3.35,4.8702e-02,2.1357e-03
3.45,3.8684e-02,1.6965e-03
3.5500000000000003,3.0727e-02,1.3475e-03
3.6500000000000004,2.4407e-02,1.0703e-03
3.7500000000000004,1.9386e-02,8.5016e-04
3.8500000000000005,1.5398e-02,6.7528e-04
3.9500000000000006,1.2231e-02,5.3636e-04
4.050000000000001,9.7145e-03,4.2602e-04
4.15,7.7158e-03,3.3837e-04
4.250000000000001,6.1282e-03,2.6874e-04
4.350000000000001,4.8671e-03,2.1344e-04
4.450000000000001,3.8653e-03,1.6951e-04
4.550000000000001,3.0696e-03,1.3461e-04
4.650000000000001,2.4376e-03,1.0690e-04
4.750000000000002,1.9355e-03,8.4880e-05
4.850000000000001,1.5367e-03,6.7392e-05
4.950000000000001,1.2200e-03,5.3500e-05
5.050000000000002,9.6835e-04,4.2466e-05
5.150000000000002,7.6848e-04,3.3700e-05
5.250000000000002,6.0971e-04,2.6738e-05
5.350000000000001,4.8360e-04,2.1208e-05
5.450000000000002,3.8343e-04,1.6815e-05
5.5500000000000025,3.0386e-04,1.3325e-05
5.650000000000002,2.4066e-04,1.0554e-05
5.750000000000002,1.9045e-04,8.3519e-06
5.850000000000002,1.5057e-04,6.6031e-06
5.950000000000003,1.1889e-04,5.2139e-06
6.0500000000000025,9.3731e-05,4.1105e-06
6.150000000000002,7.3744e-05,3.2340e-06
6.250000000000003,5.7868e-05,2.5377e-06
6.350000000000003,4.5257e-05,1.9847e-06
6.450000000000003,3.5240e-05,1.5454e-06
6.5500000000000025,2.7283e-05,1.1964e-06
6.650000000000003,2.0962e-05,9.1927e-07
6.7500000000000036,1.5942e-05,6.9911e-07
6.850000000000003,1.1954e-05,5.2422e-07
6.950000000000003,8.7861e-06,3.8530e-07
7.050000000000003,6.2699e-06,2.7496e-07
7.150000000000004,4.2712e-06,1.8731e-07
7.2500000000000036,2.6836e-06,1.1768e-07
7.350000000000003,1.4225e-06,6.2380e-08
7.450000000000004,4.2073e-07,1.8450e-08
