MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,2.7122e-01,3.4878e-03
3.65,2.1543e-01,2.7704e-03
3.75,1.7112e-01,2.2006e-03
3.85,1.3592e-01,1.7479e-03
3.95,1.0796e-01,1.3884e-03
4.050000000000001,8.5754e-02,1.1028e-03
4.15,6.8113e-02,8.7591e-04
4.25,5.4100e-02,6.9571e-04
4.3500000000000005,4.2969e-02,5.5257e-04
4.450000000000001,3.4128e-02,4.3887e-04
4.550000000000001,2.7105e-02,3.4856e-04
4.65,2.1526e-02,2.7682e-04
4.750000000000001,1.7095e-02,2.1983e-04
4.850000000000001,1.3575e-02,1.7457e-04
4.950000000000001,1.0779e-02,1.3861e-04
5.050000000000001,8.5581e-03,1.1005e-04
5.150000000000001,6.7940e-03,8.7369e-05
5.250000000000002,5.3927e-03,6.9349e-05
5.350000000000001,4.2796e-03,5.5035e-05
5.450000000000001,3.3955e-03,4.3665e-05
5.550000000000002,2.6932e-03,3.4633e-05
5.650000000000002,2.1353e-03,2.7460e-05
5.750000000000002,1.6922e-03,2.1761e-05
5.850000000000001,1.3402e-03,1.7235e-05
5.950000000000002,1.0606e-03,1.3639e-05
6.0500000000000025,8.3853e-04,1.0783e-05
6.150000000000002,6.6212e-04,8.5146e-06
6.250000000000002,5.2199e-04,6.7126e-06
6.350000000000002,4.1068e-04,5.2812e-06
6.450000000000003,3.2227e-04,4.1442e-06
6.5500000000000025,2.5204e-04,3.2411e-06
6.650000000000002,1.9625e-04,2.5237e-06
6.750000000000003,1.5194e-04,1.9539e-06
6.850000000000003,1.1674e-04,1.5012e-06
6.950000000000003,8.8780e-05,1.1417e-06
7.0500000000000025,6.6571e-05,8.5608e-07
7.150000000000003,4.8930e-05,6.2922e-07
7.2500000000000036,3.4917e-05,4.4902e-07
7.350000000000003,2.3786e-05,3.0588e-07
7.450000000000003,1.4945e-05,1.9218e-07
7.550000000000003,7.9216e-06,1.0187e-07
7.650000000000003,2.3430e-06,3.0131e-08
