MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,3.0580e-01,6.2732e-02
3.15,2.3229e-01,4.7653e-02
3.25,1.7646e-01,3.6199e-02
3.35,1.3404e-01,2.7497e-02
3.45,1.0182e-01,2.0888e-02
3.5500000000000003,7.7345e-02,1.5867e-02
3.6500000000000004,5.8753e-02,1.2053e-02
3.7500000000000004,4.4630e-02,9.1555e-03
3.8500000000000005,3.3902e-02,6.9547e-03
3.9500000000000006,2.5752e-02,5.2829e-03
4.050000000000001,1.9562e-02,4.0129e-03
4.15,1.4859e-02,3.0483e-03
4.250000000000001,1.1287e-02,2.3155e-03
4.350000000000001,8.5736e-03,1.7588e-03
4.450000000000001,6.5124e-03,1.3360e-03
4.550000000000001,4.9466e-03,1.0148e-03
4.650000000000001,3.7572e-03,7.7077e-04
4.750000000000002,2.8537e-03,5.8542e-04
4.850000000000001,2.1674e-03,4.4463e-04
4.950000000000001,1.6461e-03,3.3768e-04
5.050000000000002,1.2500e-03,2.5644e-04
5.150000000000002,9.4920e-04,1.9472e-04
5.250000000000002,7.2068e-04,1.4784e-04
5.350000000000001,5.4709e-04,1.1223e-04
5.450000000000002,4.1523e-04,8.5181e-05
5.5500000000000025,3.1506e-04,6.4632e-05
5.650000000000002,2.3897e-04,4.9023e-05
5.750000000000002,1.8117e-04,3.7166e-05
5.850000000000002,1.3727e-04,2.8159e-05
5.950000000000003,1.0391e-04,2.1317e-05
6.0500000000000025,7.8578e-05,1.6120e-05
6.150000000000002,5.9332e-05,1.2172e-05
6.250000000000003,4.4713e-05,9.1726e-06
6.350000000000003,3.3608e-05,6.8944e-06
6.450000000000003,2.5172e-05,5.1639e-06
6.5500000000000025,1.8764e-05,3.8493e-06
6.650000000000003,1.3896e-05,2.8508e-06
6.7500000000000036,1.0199e-05,2.0922e-06
6.850000000000003,7.3900e-06,1.5160e-06
6.950000000000003,5.2564e-06,1.0783e-06
7.050000000000003,3.6356e-06,7.4581e-07
7.150000000000003,2.4044e-06,4.9324e-07
7.2500000000000036,1.4691e-06,3.0138e-07
7.350000000000004,7.5870e-07,1.5564e-07
7.450000000000004,2.1904e-07,4.4934e-08
