MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.3499999999999996,1.6201e-01,7.6612e-03
3.4499999999999997,1.3082e-01,6.1865e-03
3.55,1.0564e-01,4.9956e-03
3.65,8.5305e-02,4.0339e-03
3.75,6.8883e-02,3.2574e-03
3.85,5.5622e-02,2.6303e-03
3.95,4.4913e-02,2.1239e-03
4.050000000000001,3.6266e-02,1.7149e-03
4.15,2.9282e-02,1.3847e-03
4.25,2.3643e-02,1.1181e-03
4.3500000000000005,1.9090e-02,9.0272e-04
4.450000000000001,1.5413e-02,7.2883e-04
4.550000000000001,1.2443e-02,5.8841e-04
4.65,1.0045e-02,4.7502e-04
4.750000000000001,8.1090e-03,3.8346e-04
4.850000000000001,6.5453e-03,3.0952e-04
4.950000000000001,5.2827e-03,2.4981e-04
5.050000000000001,4.2630e-03,2.0159e-04
5.150000000000001,3.4396e-03,1.6265e-04
5.250000000000002,2.7747e-03,1.3121e-04
5.350000000000001,2.2378e-03,1.0582e-04
5.450000000000001,1.8042e-03,8.5319e-05
5.550000000000002,1.4541e-03,6.8762e-05
5.650000000000002,1.1714e-03,5.5392e-05
5.750000000000002,9.4306e-04,4.4596e-05
5.850000000000001,7.5869e-04,3.5877e-05
5.950000000000002,6.0981e-04,2.8837e-05
6.0500000000000025,4.8958e-04,2.3151e-05
6.150000000000002,3.9250e-04,1.8560e-05
6.250000000000002,3.1410e-04,1.4853e-05
6.350000000000002,2.5079e-04,1.1859e-05
6.450000000000003,1.9967e-04,9.4418e-06
6.5500000000000025,1.5838e-04,7.4896e-06
6.650000000000002,1.2505e-04,5.9132e-06
6.750000000000003,9.8124e-05,4.6401e-06
6.850000000000003,7.6385e-05,3.6121e-06
6.950000000000003,5.8831e-05,2.7820e-06
7.0500000000000025,4.4655e-05,2.1116e-06
7.150000000000003,3.3207e-05,1.5703e-06
7.2500000000000036,2.3963e-05,1.1332e-06
7.350000000000003,1.6498e-05,7.8018e-07
7.450000000000003,1.0470e-05,4.9513e-07
7.550000000000003,5.6027e-06,2.6494e-07
7.650000000000004,1.6719e-06,7.9059e-08
