MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.25,6.2296e-02,2.7173e-03
3.35,4.9483e-02,2.1584e-03
3.45,3.9305e-02,1.7144e-03
3.5500000000000003,3.1220e-02,1.3618e-03
3.6500000000000004,2.4798e-02,1.0817e-03
3.7500000000000004,1.9697e-02,8.5918e-04
3.8500000000000005,1.5645e-02,6.8244e-04
3.9500000000000006,1.2427e-02,5.4205e-04
4.050000000000001,9.8703e-03,4.3053e-04
4.15,7.8396e-03,3.4195e-04
4.250000000000001,6.2265e-03,2.7159e-04
4.350000000000001,4.9451e-03,2.1570e-04
4.450000000000001,3.9273e-03,1.7131e-04
4.550000000000001,3.1189e-03,1.3604e-04
4.650000000000001,2.4767e-03,1.0803e-04
4.750000000000002,1.9666e-03,8.5780e-05
4.850000000000001,1.5614e-03,6.8106e-05
4.950000000000001,1.2395e-03,5.4067e-05
5.050000000000002,9.8388e-04,4.2916e-05
5.150000000000002,7.8080e-04,3.4058e-05
5.250000000000002,6.1949e-04,2.7022e-05
5.350000000000001,4.9136e-04,2.1433e-05
5.450000000000002,3.8958e-04,1.6993e-05
5.5500000000000025,3.0873e-04,1.3467e-05
5.650000000000002,2.4452e-04,1.0666e-05
5.750000000000002,1.9351e-04,8.4405e-06
5.850000000000002,1.5299e-04,6.6731e-06
5.950000000000003,1.2080e-04,5.2692e-06
6.0500000000000025,9.5235e-05,4.1540e-06
6.150000000000002,7.4927e-05,3.2682e-06
6.250000000000003,5.8796e-05,2.5646e-06
6.350000000000003,4.5983e-05,2.0057e-06
6.450000000000003,3.5805e-05,1.5618e-06
6.5500000000000025,2.7720e-05,1.2091e-06
6.650000000000003,2.1299e-05,9.2902e-07
6.7500000000000036,1.6198e-05,7.0652e-07
6.850000000000003,1.2146e-05,5.2978e-07
6.950000000000003,8.9271e-06,3.8939e-07
7.050000000000003,6.3705e-06,2.7787e-07
7.150000000000004,4.3397e-06,1.8929e-07
7.2500000000000036,2.7266e-06,1.1893e-07
7.350000000000003,1.4453e-06,6.3041e-08
7.450000000000004,4.2748e-07,1.8646e-08
