MAG,MFD_FIT,MFD_FIT_AREA_NORM
2.9499999999999997,3.8370e-02,7.9418e-02
3.05,2.8853e-02,5.9720e-02
3.15,2.1697e-02,4.4908e-02
3.25,1.6315e-02,3.3769e-02
3.35,1.2269e-02,2.5393e-02
3.45,9.2255e-03,1.9095e-02
3.5500000000000003,6.9373e-03,1.4359e-02
3.6500000000000004,5.2166e-03,1.0797e-02
3.7500000000000004,3.9227e-03,8.1192e-03
3.8500000000000005,2.9497e-03,6.1053e-03
3.9500000000000006,2.2181e-03,4.5910e-03
4.050000000000001,1.6679e-03,3.4522e-03
4.15,1.2542e-03,2.5959e-03
4.250000000000001,9.4309e-04,1.9520e-03
4.350000000000001,7.0915e-04,1.4678e-03
4.450000000000001,5.3324e-04,1.1037e-03
4.550000000000001,4.0096e-04,8.2990e-04
4.650000000000001,3.0149e-04,6.2401e-04
4.750000000000002,2.2669e-04,4.6919e-04
4.850000000000001,1.7044e-04,3.5277e-04
4.950000000000001,1.2814e-04,2.6523e-04
5.050000000000002,9.6337e-05,1.9940e-04
5.150000000000002,7.2420e-05,1.4989e-04
5.250000000000002,5.4436e-05,1.1267e-04
5.350000000000001,4.0912e-05,8.4679e-05
5.450000000000002,3.0742e-05,6.3630e-05
5.5500000000000025,2.3095e-05,4.7802e-05
5.650000000000002,1.7345e-05,3.5900e-05
5.750000000000002,1.3020e-05,2.6950e-05
5.850000000000002,9.7688e-06,2.0219e-05
5.950000000000003,7.3237e-06,1.5158e-05
6.0500000000000025,5.4850e-06,1.1353e-05
6.150000000000002,4.1024e-06,8.4911e-06
6.250000000000003,3.0627e-06,6.3392e-06
6.350000000000003,2.2809e-06,4.7210e-06
6.450000000000003,1.6930e-06,3.5042e-06
6.5500000000000025,1.2509e-06,2.5892e-06
6.650000000000003,9.1850e-07,1.9011e-06
6.7500000000000036,6.6852e-07,1.3837e-06
6.850000000000003,4.8055e-07,9.9463e-07
6.950000000000003,3.3919e-07,7.0206e-07
7.0500000000000025,2.3290e-07,4.8206e-07
7.150000000000004,1.5297e-07,3.1662e-07
7.2500000000000036,9.2870e-08,1.9222e-07
7.350000000000003,4.7673e-08,9.8674e-08
7.450000000000003,1.3687e-08,2.8330e-08
