MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,3.3586e-01,5.4615e-02
3.25,2.7011e-01,4.3924e-02
3.35,2.1724e-01,3.5326e-02
3.45,1.7471e-01,2.8410e-02
3.5500000000000003,1.4051e-01,2.2849e-02
3.6500000000000004,1.1300e-01,1.8376e-02
3.7500000000000004,9.0879e-02,1.4778e-02
3.8500000000000005,7.3086e-02,1.1885e-02
3.9500000000000006,5.8776e-02,9.5577e-03
4.050000000000001,4.7266e-02,7.6861e-03
4.15,3.8010e-02,6.1808e-03
4.250000000000001,3.0565e-02,4.9702e-03
4.350000000000001,2.4577e-02,3.9966e-03
4.450000000000001,1.9762e-02,3.2135e-03
4.550000000000001,1.5889e-02,2.5837e-03
4.650000000000001,1.2774e-02,2.0771e-03
4.750000000000002,1.0268e-02,1.6698e-03
4.850000000000001,8.2534e-03,1.3421e-03
4.950000000000001,6.6329e-03,1.0786e-03
5.050000000000002,5.3296e-03,8.6666e-04
5.150000000000002,4.2814e-03,6.9620e-04
5.250000000000002,3.4383e-03,5.5911e-04
5.350000000000001,2.7603e-03,4.4886e-04
5.450000000000002,2.2150e-03,3.6018e-04
5.5500000000000025,1.7764e-03,2.8886e-04
5.650000000000002,1.4236e-03,2.3150e-04
5.750000000000002,1.1399e-03,1.8537e-04
5.850000000000002,9.1177e-04,1.4826e-04
5.950000000000003,7.2826e-04,1.1842e-04
6.0500000000000025,5.8067e-04,9.4425e-05
6.150000000000002,4.6197e-04,7.5122e-05
6.250000000000003,3.6650e-04,5.9598e-05
6.350000000000003,2.8972e-04,4.7113e-05
6.450000000000003,2.2797e-04,3.7071e-05
6.5500000000000025,1.7831e-04,2.8995e-05
6.650000000000003,1.3836e-04,2.2499e-05
6.7500000000000036,1.0624e-04,1.7275e-05
6.850000000000003,8.0398e-05,1.3074e-05
6.950000000000003,5.9618e-05,9.6946e-06
7.050000000000003,4.2905e-05,6.9769e-06
7.150000000000004,2.9463e-05,4.7911e-06
7.2500000000000036,1.8653e-05,3.0331e-06
7.350000000000003,9.9578e-06,1.6193e-06
7.450000000000005,2.9650e-06,4.8215e-07
