#File_name	N0	b_value	Area
D_124.00_-17.00_0.25	36.99	0.95	2946
D_124.00_-17.50_0.25	99.97	0.99	2938
D_124.00_-18.00_0.25	92.75	0.99	2930
D_124.00_-18.50_0.25	52.00	0.99	2922
D_124.00_-19.00_0.25	21.16	0.95	2913
D_124.00_-28.50_0.25	90.30	1.12	2712
D_124.00_-29.00_0.25	115.58	1.12	2699
D_124.00_-29.50_0.25	248.65	1.12	2687
D_124.00_-30.00_0.25	108.29	1.12	2673
D_124.00_-30.50_0.25	40.58	0.95	2660
D_124.00_-31.00_0.25	15.60	0.95	2647
D_124.00_-31.50_0.25	35.01	0.95	2633
D_124.00_-32.00_0.25	7.26	0.95	2619
D_124.50_-15.00_0.25	180.52	1.12	2975
D_124.50_-16.00_0.25	2103.12	1.12	2961
D_124.50_-16.50_0.25	138.46	0.95	2953
D_124.50_-17.50_0.25	23.30	0.95	2938
D_124.50_-18.50_0.25	142.55	0.99	2922
D_124.50_-19.00_0.25	29.36	0.95	2913
D_124.50_-19.50_0.25	20.64	0.95	2905
D_124.50_-23.00_0.25	36.40	0.95	2838
D_124.50_-24.00_0.25	30.77	0.95	2817
D_124.50_-27.00_0.25	86.22	1.12	2749
D_124.50_-27.50_0.25	109.96	1.12	2737
D_124.50_-28.00_0.25	153.10	1.12	2725
D_124.50_-29.00_0.25	58.28	1.12	2699
D_124.50_-29.50_0.25	15.55	0.95	2687
D_124.50_-30.00_0.25	51.73	0.95	2673
D_124.50_-30.50_0.25	66.94	0.95	2660
D_124.50_-31.00_0.25	66.17	0.95	2647
D_124.50_-32.50_0.25	8.90	0.95	2605
D_124.50_-36.50_0.25	374.14	1.09	2485
D_125.00_-12.00_0.25	73.81	0.99	3011
D_125.00_-17.50_0.25	19.89	0.95	2938
D_125.00_-18.50_0.25	57.85	0.99	2922
D_125.00_-19.00_0.25	186.37	0.99	2913
D_125.00_-19.50_0.25	50.24	0.95	2905
D_125.00_-20.00_0.25	14.86	0.95	2896
D_125.00_-22.00_0.25	26.97	0.95	2858
D_125.00_-26.00_0.25	77.74	0.95	2772
D_125.00_-26.50_0.25	25.56	0.95	2761
D_125.00_-27.50_0.25	379.85	1.12	2737
D_125.00_-29.50_0.25	14.97	0.95	2687
D_125.00_-30.00_0.25	11.96	0.95	2673
D_125.00_-32.50_0.25	15.17	0.95	2605
D_125.50_-15.00_0.25	69.33	1.12	2975
D_125.50_-15.50_0.25	36.32	1.12	2968
D_125.50_-17.00_0.25	40.05	1.12	2946
D_125.50_-17.50_0.25	14.32	0.95	2938
D_125.50_-18.50_0.25	33.65	0.99	2922
D_125.50_-19.50_0.25	54.27	0.99	2905
D_125.50_-20.50_0.25	16.58	0.95	2887
D_125.50_-21.00_0.25	32.32	0.95	2877
D_125.50_-21.50_0.25	28.90	0.95	2868
D_125.50_-22.50_0.25	40.10	0.95	2848
D_125.50_-23.00_0.25	31.18	0.95	2838
D_125.50_-26.00_0.25	24.72	0.95	2772
D_125.50_-27.00_0.25	36.42	0.95	2749
D_125.50_-27.50_0.25	58.82	0.95	2737
D_125.50_-29.50_0.25	17.50	0.95	2687
D_125.50_-30.00_0.25	29.07	0.95	2673
D_125.50_-31.50_0.25	20.79	0.95	2633
D_125.50_-32.00_0.25	13.18	0.95	2619
D_125.50_-32.50_0.25	73.19	0.95	2605
D_125.50_-33.00_0.25	13.56	0.95	2591
D_125.50_-36.50_0.25	360.51	1.09	2485
D_126.00_-16.50_0.25	28.05	1.12	2953
D_126.00_-17.00_0.25	42.11	1.12	2946
D_126.00_-22.00_0.25	23.10	0.95	2858
D_126.00_-24.00_0.25	60.44	0.95	2817
D_126.00_-25.50_0.25	22.16	0.95	2784
D_126.00_-27.50_0.25	185.12	0.95	2737
D_126.00_-28.00_0.25	45.85	0.95	2725
D_126.00_-28.50_0.25	28.87	0.95	2712
D_126.00_-31.50_0.25	26.41	0.95	2633
D_126.00_-32.00_0.25	13.56	0.95	2619
D_126.00_-32.50_0.25	32.75	0.95	2605
D_126.00_-37.00_0.25	873.66	1.09	2469
D_126.50_-11.00_0.25	79.88	0.99	3022
D_126.50_-12.00_0.25	187.45	0.99	3011
D_126.50_-12.50_0.25	23.56	0.99	3006
D_126.50_-16.50_0.25	24.64	1.12	2953
D_126.50_-17.00_0.25	373.76	1.12	2946
D_126.50_-17.50_0.25	15.36	0.95	2938
D_126.50_-18.00_0.25	32.49	0.95	2930
D_126.50_-18.50_0.25	27.25	0.95	2922
D_126.50_-19.50_0.25	100.81	0.95	2905
D_126.50_-20.50_0.25	34.44	0.99	2887
D_126.50_-21.50_0.25	28.90	0.95	2868
D_126.50_-22.00_0.25	829.29	0.95	2858
D_126.50_-22.50_0.25	87.16	0.95	2848
D_126.50_-23.00_0.25	99.33	0.95	2838
D_126.50_-23.50_0.25	62.19	0.95	2828
D_126.50_-25.00_0.25	17.80	0.95	2795
D_126.50_-26.00_0.25	61.70	0.95	2772
D_126.50_-27.00_0.25	40.61	0.95	2749
D_126.50_-27.50_0.25	16.71	0.95	2737
D_126.50_-28.00_0.25	125.11	0.95	2725
D_126.50_-29.50_0.25	13.01	0.95	2687
D_126.50_-30.50_0.25	19.04	0.95	2660
D_126.50_-31.00_0.25	15.25	0.95	2647
D_126.50_-31.50_0.25	52.42	0.95	2633
D_127.00_-11.50_0.25	41.02	0.99	3017
D_127.00_-12.00_0.25	26.41	0.99	3011
D_127.00_-15.50_0.25	24.64	1.12	2968
D_127.00_-16.50_0.25	124.89	1.12	2953
D_127.00_-17.00_0.25	320.71	1.12	2946
D_127.00_-18.00_0.25	32.55	0.95	2930
D_127.00_-18.50_0.25	37.05	0.95	2922
D_127.00_-19.00_0.25	52.52	0.95	2913
D_127.00_-19.50_0.25	65.86	0.95	2905
D_127.00_-22.50_0.25	47.76	0.95	2848
D_127.00_-30.00_0.25	21.71	0.95	2673
D_127.00_-31.50_0.25	43.69	0.95	2633
D_127.00_-32.00_0.25	35.58	0.95	2619
D_127.00_-32.50_0.25	99.30	0.95	2605
D_127.00_-36.00_0.25	227.42	1.09	2501
D_127.50_-13.00_0.25	25.63	0.99	3000
D_127.50_-14.00_0.25	47.04	1.12	2988
D_127.50_-14.50_0.25	68.30	1.12	2981
D_127.50_-15.00_0.25	84.98	1.12	2975
D_127.50_-15.50_0.25	94.08	1.12	2968
D_127.50_-16.00_0.25	90.06	1.12	2961
D_127.50_-16.50_0.25	158.71	1.12	2953
D_127.50_-17.00_0.25	22.03	0.95	2946
D_127.50_-17.50_0.25	18.50	0.95	2938
D_127.50_-18.00_0.25	16.64	0.95	2930
D_127.50_-18.50_0.25	16.26	0.95	2922
D_127.50_-20.00_0.25	73.43	1.12	2896
D_127.50_-21.00_0.25	41.32	0.99	2877
D_127.50_-22.00_0.25	94.18	0.95	2858
D_127.50_-23.00_0.25	63.02	0.95	2838
D_127.50_-23.50_0.25	97.98	0.95	2828
D_127.50_-26.00_0.25	49.44	0.95	2772
D_127.50_-26.50_0.25	79.80	0.95	2761
D_128.00_-10.50_0.25	90.98	0.99	3027
D_128.00_-11.50_0.25	21.01	0.99	3017
D_128.00_-12.00_0.25	31.30	0.99	3011
D_128.00_-13.50_0.25	26.62	0.99	2994
D_128.00_-14.50_0.25	31.92	1.12	2981
D_128.00_-15.50_0.25	21.66	1.12	2968
D_128.00_-16.00_0.25	11.29	0.95	2961
D_128.00_-16.50_0.25	48.91	0.95	2953
D_128.00_-17.00_0.25	33.43	0.95	2946
D_128.00_-17.50_0.25	26.90	0.95	2938
D_128.00_-18.00_0.25	20.68	0.95	2930
D_128.00_-19.00_0.25	760.57	1.12	2913
D_128.00_-19.50_0.25	47.04	1.12	2905
D_128.00_-21.00_0.25	33.54	0.95	2877
D_128.00_-21.50_0.25	42.54	0.99	2868
D_128.00_-22.00_0.25	23.21	0.95	2858
D_128.00_-23.00_0.25	24.72	0.95	2838
D_128.00_-26.00_0.25	15.95	0.95	2772
D_128.00_-26.50_0.25	23.95	0.95	2761
D_128.00_-30.00_0.25	15.01	0.95	2673
D_128.50_-10.00_0.25	50.30	0.99	3031
D_128.50_-10.50_0.25	67.88	0.99	3027
D_128.50_-12.50_0.25	14.87	0.99	3006
D_128.50_-14.50_0.25	9.45	0.99	2981
D_128.50_-15.00_0.25	15.97	0.95	2975
D_128.50_-15.50_0.25	36.23	0.95	2968
D_128.50_-16.00_0.25	32.77	0.95	2961
D_128.50_-16.50_0.25	236.30	0.95	2953
D_128.50_-17.00_0.25	472.71	1.12	2946
D_128.50_-18.00_0.25	47.04	1.12	2930
D_128.50_-20.50_0.25	84.28	1.12	2887
D_128.50_-21.50_0.25	77.90	0.95	2868
D_128.50_-23.00_0.25	147.14	0.95	2838
D_128.50_-23.50_0.25	24.72	0.95	2828
D_128.50_-24.50_0.25	27.58	0.95	2806
D_128.50_-26.50_0.25	23.95	0.95	2761
D_129.00_-10.00_0.25	26.66	0.99	3031
D_129.00_-10.50_0.25	26.05	0.99	3027
D_129.00_-11.50_0.25	50.29	0.95	3017
D_129.00_-12.00_0.25	17.27	0.99	3011
D_129.00_-12.50_0.25	48.54	0.99	3006
D_129.00_-13.00_0.25	19.72	0.99	3000
D_129.00_-13.50_0.25	12.88	0.99	2994
D_129.00_-14.00_0.25	50.85	0.99	2988
D_129.00_-14.50_0.25	21.99	0.99	2981
D_129.00_-15.00_0.25	22.01	0.95	2975
D_129.00_-15.50_0.25	29.97	0.95	2968
D_129.00_-16.50_0.25	145.89	1.12	2953
D_129.00_-17.00_0.25	327.97	1.12	2946
D_129.00_-17.50_0.25	21.66	1.12	2938
D_129.00_-18.00_0.25	24.64	1.12	2930
D_129.00_-22.00_0.25	26.70	0.95	2858
D_129.00_-23.00_0.25	29.79	0.95	2838
D_129.00_-24.00_0.25	17.23	0.95	2817
D_129.00_-24.50_0.25	21.45	0.95	2806
D_129.00_-26.00_0.25	45.45	0.95	2772
D_129.00_-26.50_0.25	63.94	0.95	2761
D_129.00_-27.50_0.25	26.08	0.95	2737
D_129.00_-28.00_0.25	31.52	0.95	2725
D_129.00_-30.50_0.25	15.13	0.95	2660
D_129.50_-10.50_0.25	53.84	0.99	3027
D_129.50_-11.00_0.25	11.53	0.95	3022
D_129.50_-11.50_0.25	23.53	0.95	3017
D_129.50_-12.00_0.25	11.95	0.95	3011
D_129.50_-13.50_0.25	38.84	0.99	2994
D_129.50_-14.00_0.25	15.96	0.99	2988
D_129.50_-14.50_0.25	40.95	0.95	2981
D_129.50_-15.00_0.25	21.65	0.95	2975
D_129.50_-15.50_0.25	7.29	0.95	2968
D_129.50_-16.00_0.25	28.05	1.12	2961
D_129.50_-21.00_0.25	89.65	1.12	2877
D_129.50_-22.00_0.25	49.68	0.95	2858
D_129.50_-22.50_0.25	76.75	0.95	2848
D_129.50_-23.50_0.25	55.92	0.95	2828
D_129.50_-24.50_0.25	22.00	0.95	2806
D_129.50_-25.00_0.25	21.07	0.95	2795
D_129.50_-25.50_0.25	53.26	0.95	2784
D_129.50_-28.00_0.25	19.34	0.95	2725
D_129.50_-34.50_0.25	121.08	1.09	2546
D_130.00_-10.50_0.25	14.06	0.99	3027
D_130.00_-11.50_0.25	12.95	0.95	3017
D_130.00_-12.00_0.25	27.87	0.95	3011
D_130.00_-12.50_0.25	9.32	0.95	3006
D_130.00_-13.00_0.25	24.98	0.95	3000
D_130.00_-14.50_0.25	23.15	0.95	2981
D_130.00_-15.00_0.25	20.76	0.95	2975
D_130.00_-16.50_0.25	49.29	1.12	2953
D_130.00_-17.00_0.25	78.85	1.12	2946
D_130.00_-18.00_0.25	279.86	1.12	2930
D_130.00_-21.50_0.25	120.58	1.12	2868
D_130.00_-22.00_0.25	25.92	0.95	2858
D_130.00_-22.50_0.25	91.93	0.95	2848
D_130.00_-23.00_0.25	61.04	0.95	2838
D_130.00_-23.50_0.25	54.78	0.95	2828
D_130.00_-24.00_0.25	56.21	0.95	2817
D_130.00_-25.00_0.25	23.71	0.95	2795
D_130.00_-25.50_0.25	457.31	0.95	2784
D_130.00_-27.00_0.25	23.07	0.95	2749
D_130.00_-31.50_0.25	13.56	0.95	2633
D_130.50_-11.00_0.25	32.47	0.95	3022
D_130.50_-11.50_0.25	8.36	0.95	3017
D_130.50_-12.00_0.25	16.51	0.95	3011
D_130.50_-14.50_0.25	394.17	1.12	2981
D_130.50_-15.50_0.25	57.66	1.12	2968
D_130.50_-20.00_0.25	53.45	1.12	2896
D_130.50_-22.00_0.25	12.41	0.95	2858
D_130.50_-22.50_0.25	27.16	0.95	2848
D_130.50_-23.00_0.25	47.68	0.95	2838
D_130.50_-23.50_0.25	11.12	0.95	2828
D_130.50_-24.00_0.25	11.12	0.95	2817
D_130.50_-25.50_0.25	18.37	0.95	2784
D_130.50_-26.00_0.25	15.44	0.95	2772
D_130.50_-26.50_0.25	23.58	0.95	2761
D_131.00_-12.00_0.25	49.32	1.12	3011
D_131.00_-12.50_0.25	79.37	1.12	3006
D_131.00_-14.00_0.25	30.38	1.12	2988
D_131.00_-14.50_0.25	24.64	1.12	2981
D_131.00_-21.00_0.25	132.14	1.12	2877
D_131.00_-21.50_0.25	10.43	0.95	2868
D_131.00_-22.00_0.25	17.64	0.95	2858
D_131.00_-22.50_0.25	8.01	0.95	2848
D_131.00_-23.00_0.25	77.36	0.95	2838
D_131.00_-23.50_0.25	24.12	0.95	2828
D_131.00_-24.00_0.25	8.93	0.95	2817
D_131.00_-25.00_0.25	75.60	0.95	2795
D_131.00_-26.00_0.25	161.01	0.95	2772
D_131.00_-26.50_0.25	22.86	0.95	2761
D_131.00_-30.00_0.25	10.90	0.95	2673
D_131.00_-34.00_0.25	211.14	1.09	2561
D_131.50_-10.50_0.25	33.27	1.12	3027
D_131.50_-11.00_0.25	30.64	1.12	3022
D_131.50_-11.50_0.25	29.40	1.12	3017
D_131.50_-12.50_0.25	19.95	1.12	3006
D_131.50_-13.50_0.25	30.64	1.12	2994
D_131.50_-14.00_0.25	84.57	1.12	2988
D_131.50_-15.00_0.25	28.05	1.12	2975
D_131.50_-16.50_0.25	21.66	1.12	2953
D_131.50_-18.00_0.25	82.55	1.12	2930
D_131.50_-21.50_0.25	19.66	0.95	2868
D_131.50_-22.50_0.25	25.40	0.95	2848
D_131.50_-23.00_0.25	52.33	0.95	2838
D_131.50_-23.50_0.25	14.09	0.95	2828
D_131.50_-25.00_0.25	23.36	0.95	2795
D_131.50_-25.50_0.25	21.07	0.95	2784
D_131.50_-26.00_0.25	97.91	0.95	2772
D_131.50_-26.50_0.25	84.21	0.95	2761
D_131.50_-27.00_0.25	17.23	0.95	2749
D_131.50_-31.50_0.25	131.13	1.31	2633
D_131.50_-34.00_0.25	92.68	1.09	2561
D_132.00_-13.50_0.25	31.93	1.12	2994
D_132.00_-15.00_0.25	23.04	1.12	2975
D_132.00_-16.50_0.25	53.48	1.12	2953
D_132.00_-20.50_0.25	21.62	1.12	2887
D_132.00_-21.50_0.25	96.63	0.95	2868
D_132.00_-23.00_0.25	33.00	0.95	2838
D_132.00_-23.50_0.25	18.55	0.95	2828
D_132.00_-24.50_0.25	8.93	0.95	2806
D_132.00_-25.00_0.25	8.01	0.95	2795
D_132.00_-25.50_0.25	11.12	0.95	2784
D_132.00_-26.00_0.25	345.90	0.95	2772
D_132.00_-26.50_0.25	19.46	0.95	2761
D_132.00_-30.50_0.25	185.79	1.31	2660
D_132.00_-34.00_0.25	95.37	1.09	2561
D_132.00_-36.50_0.25	136.78	1.09	2485
D_132.50_-13.00_0.25	45.62	1.12	3000
D_132.50_-14.00_0.25	21.53	1.12	2988
D_132.50_-20.00_0.25	24.61	1.12	2896
D_132.50_-20.50_0.25	31.87	1.12	2887
D_132.50_-21.00_0.25	55.55	1.12	2877
D_132.50_-21.50_0.25	21.62	1.12	2868
D_132.50_-22.50_0.25	18.19	0.95	2848
D_132.50_-23.00_0.25	47.28	0.95	2838
D_132.50_-26.50_0.25	251.88	0.95	2761
D_132.50_-31.00_0.25	232.44	1.31	2647
D_133.00_-10.50_0.25	27.89	1.12	3027
D_133.00_-12.00_0.25	30.15	1.12	3011
D_133.00_-14.00_0.25	24.51	1.12	2988
D_133.00_-17.00_0.25	60.83	1.12	2946
D_133.00_-20.00_0.25	19.00	1.12	2896
D_133.00_-20.50_0.25	21.62	1.12	2887
D_133.00_-22.50_0.25	12.58	0.95	2848
D_133.00_-23.00_0.25	41.95	0.95	2838
D_133.00_-26.00_0.25	21.45	0.95	2772
D_133.00_-26.50_0.25	46.26	0.95	2761
D_133.00_-27.00_0.25	21.45	0.95	2749
D_133.00_-29.00_0.25	16.18	0.95	2699
D_133.00_-33.00_0.25	165.63	1.31	2591
D_133.00_-34.50_0.25	654.53	1.31	2546
D_133.00_-35.00_0.25	59.47	1.09	2531
D_133.50_-19.50_0.25	46.97	1.12	2905
D_133.50_-20.00_0.25	41.27	1.12	2896
D_133.50_-22.00_0.25	16.24	0.95	2858
D_133.50_-23.50_0.25	7.18	0.95	2828
D_133.50_-28.50_0.25	14.50	0.95	2712
D_133.50_-29.50_0.25	95.31	1.31	2687
D_133.50_-33.50_0.25	157.49	1.31	2576
D_133.50_-34.00_0.25	216.86	1.31	2561
D_133.50_-34.50_0.25	163.52	1.31	2546
D_134.00_-12.00_0.25	149.19	1.12	3011
D_134.00_-19.00_0.25	101.17	1.12	2913
D_134.00_-19.50_0.25	446.27	1.12	2905
D_134.00_-20.00_0.25	10168.16	1.12	2896
D_134.00_-20.50_0.25	41.27	1.12	2887
D_134.00_-22.00_0.25	28.00	1.12	2858
D_134.00_-29.50_0.25	81.96	1.31	2687
D_134.00_-33.50_0.25	508.44	1.31	2576
D_134.00_-34.00_0.25	129.39	1.31	2561
D_134.00_-34.50_0.25	106.07	1.31	2546
D_134.50_-11.50_0.25	488.20	1.12	3017
D_134.50_-12.50_0.25	36.94	1.12	3006
D_134.50_-19.50_0.25	21.62	1.12	2905
D_134.50_-20.00_0.25	53.45	1.12	2896
D_134.50_-22.50_0.25	7.28	0.95	2848
D_134.50_-23.50_0.25	11.64	0.95	2828
D_134.50_-27.00_0.25	9.97	0.95	2749
D_134.50_-29.00_0.25	17.56	0.95	2699
D_134.50_-30.50_0.25	242.53	1.31	2660
D_134.50_-33.50_0.25	121.49	1.31	2576
D_134.50_-34.00_0.25	474.79	1.31	2561
D_134.50_-34.50_0.25	95.68	1.31	2546
D_134.50_-35.00_0.25	27.01	1.09	2531
D_134.50_-35.50_0.25	86.10	1.09	2516
D_134.50_-37.50_0.25	29.37	1.00	2453
D_135.00_-11.50_0.25	78.46	1.12	3017
D_135.00_-12.00_0.25	123.86	1.12	3011
D_135.00_-12.50_0.25	112.70	1.12	3006
D_135.00_-22.50_0.25	11.28	0.95	2848
D_135.00_-27.00_0.25	13.84	0.95	2749
D_135.00_-27.50_0.25	33.89	0.95	2737
D_135.00_-28.00_0.25	28.29	0.95	2725
D_135.00_-29.00_0.25	16.75	0.95	2699
D_135.00_-33.50_0.25	95.07	1.31	2576
D_135.00_-34.00_0.25	233.30	1.31	2561
D_135.00_-34.50_0.25	341.61	1.31	2546
D_135.00_-35.00_0.25	118.37	1.31	2531
D_135.00_-36.00_0.25	30.99	1.09	2501
D_135.50_-10.00_0.25	126.50	1.12	3031
D_135.50_-10.50_0.25	301.35	1.12	3027
D_135.50_-13.50_0.25	58.23	1.12	2994
D_135.50_-17.50_0.25	19.00	1.12	2938
D_135.50_-21.00_0.25	89.65	1.12	2877
D_135.50_-22.00_0.25	30.58	1.12	2858
D_135.50_-23.50_0.25	11.64	0.95	2828
D_135.50_-26.00_0.25	17.10	0.95	2772
D_135.50_-27.00_0.25	34.20	0.95	2749
D_135.50_-27.50_0.25	72.11	0.95	2737
D_135.50_-28.00_0.25	63.10	0.95	2725
D_135.50_-28.50_0.25	19.03	0.95	2712
D_135.50_-29.00_0.25	46.70	0.95	2699
D_135.50_-33.50_0.25	174.69	1.31	2576
D_135.50_-34.00_0.25	907.52	1.31	2561
D_135.50_-34.50_0.25	298.25	1.31	2546
D_135.50_-35.00_0.25	129.71	1.31	2531
D_135.50_-35.50_0.25	48.39	1.09	2516
D_136.00_-10.50_0.25	111.16	1.12	3027
D_136.00_-12.50_0.25	180.22	1.12	3006
D_136.00_-13.00_0.25	97.67	1.12	3000
D_136.00_-26.00_0.25	11.32	0.95	2772
D_136.00_-27.50_0.25	25.28	0.95	2737
D_136.00_-28.00_0.25	88.55	0.95	2725
D_136.00_-28.50_0.25	64.71	0.95	2712
D_136.00_-29.00_0.25	10.41	0.95	2699
D_136.00_-29.50_0.25	73.26	1.31	2687
D_136.00_-32.00_0.25	165.20	1.31	2619
D_136.00_-33.00_0.25	220.29	1.31	2591
D_136.00_-33.50_0.25	1036.10	1.31	2576
D_136.00_-34.00_0.25	1303.64	1.31	2561
D_136.00_-34.50_0.25	273.04	1.31	2546
D_136.00_-35.00_0.25	157.07	1.31	2531
D_136.00_-35.50_0.25	44.96	1.09	2516
D_136.00_-36.50_0.25	32.55	1.09	2485
D_136.00_-40.00_0.25	115.99	1.00	2370
D_136.50_-13.00_0.25	212.51	1.12	3000
D_136.50_-14.00_0.25	111.16	1.12	2988
D_136.50_-22.50_0.25	79.41	1.12	2848
D_136.50_-23.50_0.25	25.66	0.95	2828
D_136.50_-25.00_0.25	181.30	0.95	2795
D_136.50_-26.00_0.25	9.97	0.95	2772
D_136.50_-28.00_0.25	51.04	0.95	2725
D_136.50_-28.50_0.25	49.23	0.95	2712
D_136.50_-29.00_0.25	1074.13	1.31	2699
D_136.50_-29.50_0.25	151.76	1.31	2687
D_136.50_-30.50_0.25	145.86	1.31	2660
D_136.50_-31.00_0.25	92.44	1.31	2647
D_136.50_-33.00_0.25	57.43	1.31	2591
D_136.50_-33.50_0.25	4408.81	1.31	2576
D_136.50_-34.00_0.25	583.49	1.31	2561
D_136.50_-34.50_0.25	57.43	1.31	2546
D_136.50_-36.00_0.25	216.70	1.09	2501
D_136.50_-36.50_0.25	32.08	1.09	2485
D_137.00_-20.00_0.25	24.61	1.12	2896
D_137.00_-23.00_0.25	20.91	1.12	2838
D_137.00_-24.00_0.25	13.47	0.95	2817
D_137.00_-25.00_0.25	8.93	0.95	2795
D_137.00_-25.50_0.25	32.87	0.95	2784
D_137.00_-26.50_0.25	13.84	0.95	2761
D_137.00_-27.00_0.25	22.52	0.95	2749
D_137.00_-28.50_0.25	25.42	0.95	2712
D_137.00_-29.00_0.25	578.56	1.31	2699
D_137.00_-29.50_0.25	368.03	1.31	2687
D_137.00_-30.00_0.25	146.53	1.31	2673
D_137.00_-30.50_0.25	297.53	1.31	2660
D_137.00_-32.50_0.25	90.32	1.31	2605
D_137.00_-33.00_0.25	66.79	1.31	2591
D_137.00_-33.50_0.25	1101.47	1.31	2576
D_137.00_-34.00_0.25	1025.56	1.31	2561
D_137.00_-34.50_0.25	50.97	1.31	2546
D_137.00_-35.00_0.25	458.29	1.31	2531
D_137.00_-35.50_0.25	300.38	1.31	2516
D_137.00_-36.00_0.25	145.44	1.31	2501
D_137.00_-36.50_0.25	197.19	1.31	2485
D_137.00_-37.00_0.25	66.72	1.09	2469
D_137.00_-37.50_0.25	52.90	1.09	2453
D_137.50_-25.50_0.25	50.71	0.95	2784
D_137.50_-26.00_0.25	679.36	0.95	2772
D_137.50_-28.00_0.25	37.15	0.95	2725
D_137.50_-28.50_0.25	8.36	0.95	2712
D_137.50_-29.00_0.25	146.53	1.31	2699
D_137.50_-29.50_0.25	1252.50	1.31	2687
D_137.50_-30.00_0.25	1168.85	1.31	2673
D_137.50_-31.00_0.25	77.67	1.31	2647
D_137.50_-32.00_0.25	66.79	1.31	2619
D_137.50_-32.50_0.25	66.79	1.31	2605
D_137.50_-33.00_0.25	77.67	1.31	2591
D_137.50_-34.00_0.25	129.65	1.31	2561
D_137.50_-34.50_0.25	35.50	1.31	2546
D_137.50_-35.00_0.25	93.65	1.31	2531
D_137.50_-35.50_0.25	1148.16	1.31	2516
D_137.50_-36.00_0.25	56.23	1.31	2501
D_137.50_-36.50_0.25	139.59	1.31	2485
D_137.50_-38.00_0.25	75.16	1.09	2437
D_137.50_-38.50_0.25	40.42	1.00	2420
D_138.00_-12.00_0.25	355.86	1.12	3011
D_138.00_-23.00_0.25	29.17	1.12	2838
D_138.00_-25.00_0.25	13.84	0.95	2795
D_138.00_-25.50_0.25	17.23	0.95	2784
D_138.00_-28.00_0.25	28.97	0.95	2725
D_138.00_-28.50_0.25	8.36	0.95	2712
D_138.00_-29.50_0.25	379.00	1.31	2687
D_138.00_-30.00_0.25	621.49	1.31	2673
D_138.00_-30.50_0.25	795.82	1.31	2660
D_138.00_-31.00_0.25	468.20	1.31	2647
D_138.00_-31.50_0.25	1203.08	1.31	2633
D_138.00_-32.00_0.25	987.97	1.31	2619
D_138.00_-32.50_0.25	2424.52	1.31	2605
D_138.00_-33.00_0.25	681.32	1.31	2591
D_138.00_-33.50_0.25	616.39	1.31	2576
D_138.00_-34.00_0.25	172.45	1.31	2561
D_138.00_-34.50_0.25	169.94	1.31	2546
D_138.00_-35.00_0.25	3327.31	1.31	2531
D_138.00_-35.50_0.25	366.05	1.31	2516
D_138.00_-36.00_0.25	111.67	1.31	2501
D_138.00_-36.50_0.25	79.65	1.31	2485
D_138.00_-37.00_0.25	203.58	1.31	2469
D_138.00_-38.00_0.25	24.19	1.09	2437
D_138.50_-25.50_0.25	25.55	0.95	2784
D_138.50_-26.00_0.25	123.92	1.19	2772
D_138.50_-27.00_0.25	128.97	1.19	2749
D_138.50_-28.00_0.25	11.26	0.95	2725
D_138.50_-28.50_0.25	6.72	0.95	2712
D_138.50_-29.00_0.25	10.41	0.95	2699
D_138.50_-29.50_0.25	63.00	1.31	2687
D_138.50_-30.00_0.25	585.51	1.31	2673
D_138.50_-30.50_0.25	1716.87	1.31	2660
D_138.50_-31.00_0.25	10877.29	1.31	2647
D_138.50_-31.50_0.25	8772.96	1.31	2633
D_138.50_-32.00_0.25	3966.00	1.31	2619
D_138.50_-32.50_0.25	2047.60	1.31	2605
D_138.50_-33.00_0.25	2427.50	1.31	2591
D_138.50_-33.50_0.25	2427.60	1.31	2576
D_138.50_-34.00_0.25	270.47	1.31	2561
D_138.50_-35.00_0.25	1637.19	1.31	2531
D_138.50_-35.50_0.25	374.31	1.31	2516
D_138.50_-37.00_0.25	239.55	1.31	2469
D_138.50_-37.50_0.25	90.53	1.21	2453
D_138.50_-40.50_0.25	40.86	1.00	2353
D_139.00_-10.50_0.25	726.72	1.12	3027
D_139.00_-12.50_0.25	1565.70	1.12	3006
D_139.00_-20.50_0.25	29.17	1.12	2887
D_139.00_-26.50_0.25	71.50	1.19	2761
D_139.00_-27.00_0.25	41.26	1.19	2749
D_139.00_-28.00_0.25	31.34	1.19	2725
D_139.00_-28.50_0.25	58.99	0.95	2712
D_139.00_-29.00_0.25	12.84	0.95	2699
D_139.00_-29.50_0.25	135.25	1.31	2687
D_139.00_-30.00_0.25	635.15	1.31	2673
D_139.00_-30.50_0.25	609.06	1.31	2660
D_139.00_-31.00_0.25	2254.01	1.31	2647
D_139.00_-31.50_0.25	2885.12	1.31	2633
D_139.00_-32.00_0.25	1686.85	1.31	2619
D_139.00_-32.50_0.25	1788.78	1.31	2605
D_139.00_-33.00_0.25	1807.37	1.31	2591
D_139.00_-33.50_0.25	2650.68	1.31	2576
D_139.00_-34.00_0.25	1695.77	1.31	2561
D_139.00_-34.50_0.25	489.10	1.31	2546
D_139.00_-35.00_0.25	706.24	1.31	2531
D_139.00_-37.50_0.25	174.24	1.21	2453
D_139.00_-38.00_0.25	102.81	1.21	2437
D_139.50_-20.50_0.25	25.64	1.12	2887
D_139.50_-26.00_0.25	123.92	1.19	2772
D_139.50_-27.50_0.25	31.34	1.19	2737
