#File_name	N0	b_value	Area
D_139.50_-28.50_0.25	117.88	1.19	2712
D_139.50_-29.00_0.25	444.70	1.31	2699
D_139.50_-29.50_0.25	261.17	1.31	2687
D_139.50_-30.00_0.25	163.85	1.31	2673
D_139.50_-30.50_0.25	156.84	1.31	2660
D_139.50_-31.00_0.25	176.17	1.31	2647
D_139.50_-31.50_0.25	612.98	1.31	2633
D_139.50_-32.00_0.25	1219.22	1.31	2619
D_139.50_-32.50_0.25	169.23	1.31	2605
D_139.50_-33.00_0.25	826.73	1.31	2591
D_139.50_-33.50_0.25	108.97	1.31	2576
D_139.50_-34.00_0.25	402.94	1.31	2561
D_139.50_-34.50_0.25	425.77	1.31	2546
D_139.50_-35.00_0.25	166.85	1.31	2531
D_139.50_-37.50_0.25	436.39	1.21	2453
D_139.50_-38.00_0.25	55.78	1.21	2437
D_139.50_-38.50_0.25	48.55	1.21	2420
D_140.00_-25.00_0.25	126.23	1.19	2795
D_140.00_-25.50_0.25	153.14	1.19	2784
D_140.00_-26.00_0.25	104.64	1.19	2772
D_140.00_-26.50_0.25	94.13	1.19	2761
D_140.00_-28.00_0.25	41.26	1.19	2725
D_140.00_-28.50_0.25	180.44	1.31	2712
D_140.00_-29.00_0.25	132.59	1.31	2699
D_140.00_-29.50_0.25	73.26	1.31	2687
D_140.00_-30.50_0.25	225.49	1.31	2660
D_140.00_-31.50_0.25	218.68	1.31	2633
D_140.00_-32.00_0.25	66.79	1.31	2619
D_140.00_-33.00_0.25	421.72	1.31	2591
D_140.00_-35.00_0.25	29.33	1.19	2531
D_140.00_-36.00_0.25	57.43	1.31	2501
D_140.00_-36.50_0.25	232.22	1.31	2485
D_140.00_-37.00_0.25	169.78	1.21	2469
D_140.00_-37.50_0.25	243.11	1.21	2453
D_140.00_-38.00_0.25	595.63	1.21	2437
D_140.00_-38.50_0.25	70.28	1.21	2420
D_140.50_-20.00_0.25	33.20	1.12	2896
D_140.50_-22.50_0.25	55.69	1.12	2848
D_140.50_-25.50_0.25	101.39	1.19	2784
D_140.50_-27.00_0.25	134.25	1.19	2749
D_140.50_-27.50_0.25	62.39	1.19	2737
D_140.50_-28.00_0.25	406.90	1.19	2725
D_140.50_-28.50_0.25	116.58	1.31	2712
D_140.50_-32.50_0.25	123.29	1.31	2605
D_140.50_-35.50_0.25	26.09	1.19	2516
D_140.50_-36.50_0.25	51.14	1.19	2485
D_140.50_-37.00_0.25	103.75	1.21	2469
D_140.50_-37.50_0.25	177.25	1.21	2453
D_140.50_-38.00_0.25	311.69	1.21	2437
D_140.50_-38.50_0.25	482.15	1.21	2420
D_140.50_-39.00_0.25	74.01	1.21	2404
D_140.50_-43.00_0.25	33.27	1.00	2264
D_141.00_-19.00_0.25	43.00	1.12	2913
D_141.00_-22.00_0.25	33.20	1.12	2858
D_141.00_-25.50_0.25	67.13	1.19	2784
D_141.00_-26.00_0.25	111.21	1.19	2772
D_141.00_-27.00_0.25	90.60	1.19	2749
D_141.00_-27.50_0.25	67.26	1.19	2737
D_141.00_-28.00_0.25	171.85	1.19	2725
D_141.00_-30.00_0.25	85.20	1.31	2673
D_141.00_-32.50_0.25	374.64	1.31	2605
D_141.00_-35.50_0.25	382.46	1.19	2516
D_141.00_-36.00_0.25	37.97	1.19	2501
D_141.00_-36.50_0.25	46.19	1.19	2485
D_141.00_-37.00_0.25	130.20	1.21	2469
D_141.00_-38.00_0.25	178.74	1.21	2437
D_141.00_-38.50_0.25	292.78	1.21	2420
D_141.00_-41.00_0.25	50.87	1.09	2335
D_141.50_-19.50_0.25	73.30	1.12	2905
D_141.50_-20.00_0.25	103.45	1.12	2896
D_141.50_-24.50_0.25	133.04	1.19	2806
D_141.50_-26.50_0.25	80.17	1.19	2761
D_141.50_-29.00_0.25	34.93	1.19	2699
D_141.50_-29.50_0.25	146.53	1.31	2687
D_141.50_-30.00_0.25	260.37	1.31	2673
D_141.50_-30.50_0.25	264.21	1.31	2660
D_141.50_-31.00_0.25	92.44	1.31	2647
D_141.50_-31.50_0.25	593.83	1.31	2633
D_141.50_-32.00_0.25	307.80	1.31	2619
D_141.50_-32.50_0.25	152.65	1.31	2605
D_141.50_-33.00_0.25	57.99	1.19	2591
D_141.50_-35.00_0.25	27.75	1.19	2531
D_141.50_-35.50_0.25	48.27	1.19	2516
D_141.50_-36.00_0.25	254.53	1.19	2501
D_141.50_-36.50_0.25	654.08	1.19	2485
D_141.50_-37.50_0.25	108.04	1.21	2453
D_141.50_-38.50_0.25	48.00	1.21	2420
D_141.50_-44.50_0.25	149.89	1.00	2209
D_142.00_-26.50_0.25	77.02	1.19	2761
D_142.00_-28.50_0.25	142.48	1.19	2712
D_142.00_-29.00_0.25	30.44	1.19	2699
D_142.00_-29.50_0.25	40.07	1.19	2687
D_142.00_-30.00_0.25	474.67	1.19	2673
D_142.00_-30.50_0.25	1118.52	1.31	2660
D_142.00_-31.00_0.25	82.61	1.31	2647
D_142.00_-32.00_0.25	191.19	1.31	2619
D_142.00_-33.50_0.25	168.12	1.19	2576
D_142.00_-34.50_0.25	69.70	1.19	2546
D_142.00_-35.50_0.25	52.59	1.19	2516
D_142.00_-37.00_0.25	83.45	1.19	2469
D_142.00_-37.50_0.25	116.75	1.19	2453
D_142.00_-38.00_0.25	62.08	1.21	2437
D_142.00_-38.50_0.25	44.99	1.21	2420
D_142.00_-39.00_0.25	96.01	1.21	2404
D_142.00_-40.00_0.25	86.76	1.21	2370
D_142.00_-41.00_0.25	62.87	1.21	2335
D_142.50_-28.00_0.25	190.15	1.19	2725
D_142.50_-28.50_0.25	58.70	1.19	2712
D_142.50_-29.00_0.25	34.76	1.19	2699
D_142.50_-30.00_0.25	67.63	1.19	2673
D_142.50_-30.50_0.25	90.47	1.19	2660
D_142.50_-31.00_0.25	73.26	1.31	2647
D_142.50_-31.50_0.25	148.65	1.31	2633
D_142.50_-34.00_0.25	27.75	1.19	2561
D_142.50_-35.50_0.25	57.51	1.19	2516
D_142.50_-36.00_0.25	31.75	1.19	2501
D_142.50_-36.50_0.25	92.84	1.19	2485
D_142.50_-37.00_0.25	146.95	1.19	2469
D_142.50_-37.50_0.25	96.31	1.19	2453
D_142.50_-38.00_0.25	34.04	1.21	2437
D_142.50_-38.50_0.25	568.28	1.21	2420
D_142.50_-39.00_0.25	195.35	1.21	2404
D_142.50_-40.00_0.25	176.72	1.21	2370
D_142.50_-40.50_0.25	33.93	1.21	2353
D_143.00_-18.00_0.25	230.64	1.12	2930
D_143.00_-28.00_0.25	90.35	1.19	2725
D_143.00_-29.00_0.25	76.19	1.19	2699
D_143.00_-35.50_0.25	27.67	1.19	2516
D_143.00_-36.00_0.25	41.80	1.19	2501
D_143.00_-36.50_0.25	41.87	1.19	2485
D_143.00_-37.00_0.25	27.70	1.19	2469
D_143.00_-37.50_0.25	31.11	1.21	2453
D_143.00_-38.50_0.25	49.89	1.21	2420
D_143.00_-39.00_0.25	29.63	1.21	2404
D_143.00_-39.50_0.25	34.04	1.21	2387
D_143.00_-45.00_0.25	17.51	1.00	2190
D_143.50_-12.00_0.25	1293.60	1.12	3011
D_143.50_-12.50_0.25	484.98	1.12	3006
D_143.50_-18.00_0.25	31.38	1.12	2930
D_143.50_-24.00_0.25	88.37	1.19	2817
D_143.50_-28.50_0.25	77.66	1.19	2712
D_143.50_-29.50_0.25	303.66	1.19	2687
D_143.50_-30.00_0.25	487.06	1.19	2673
D_143.50_-34.50_0.25	98.57	1.19	2546
D_143.50_-35.00_0.25	53.74	1.19	2531
D_143.50_-35.50_0.25	166.91	1.19	2516
D_143.50_-36.00_0.25	380.29	1.19	2501
D_143.50_-36.50_0.25	126.15	1.19	2485
D_143.50_-37.00_0.25	155.62	1.19	2469
D_143.50_-38.00_0.25	47.39	1.21	2437
D_143.50_-38.50_0.25	108.53	1.21	2420
D_143.50_-39.00_0.25	691.49	1.21	2404
D_143.50_-39.50_0.25	29.63	1.21	2387
D_143.50_-40.50_0.25	109.20	1.21	2353
D_143.50_-42.50_0.25	304.00	1.21	2282
D_143.50_-45.00_0.25	14.00	1.00	2190
D_144.00_-15.50_0.25	218.20	1.12	2968
D_144.00_-16.50_0.25	88.27	1.12	2953
D_144.00_-17.00_0.25	130.21	1.12	2946
D_144.00_-18.00_0.25	241.89	1.12	2930
D_144.00_-22.50_0.25	38.61	1.19	2848
D_144.00_-28.00_0.25	58.50	1.19	2725
D_144.00_-29.00_0.25	205.45	1.19	2699
D_144.00_-29.50_0.25	357.14	1.19	2687
D_144.00_-33.00_0.25	62.44	1.19	2591
D_144.00_-34.50_0.25	43.02	1.19	2546
D_144.00_-35.00_0.25	173.80	1.19	2531
D_144.00_-36.00_0.25	297.81	1.19	2501
D_144.00_-36.50_0.25	127.07	1.19	2485
D_144.00_-37.00_0.25	491.15	1.19	2469
D_144.00_-37.50_0.25	21.04	1.19	2453
D_144.00_-38.00_0.25	365.49	1.21	2437
D_144.00_-38.50_0.25	128.55	1.21	2420
D_144.00_-39.00_0.25	392.98	1.21	2404
D_144.00_-39.50_0.25	93.42	1.31	2387
D_144.00_-40.00_0.25	118.16	1.31	2370
D_144.00_-40.50_0.25	388.61	1.31	2353
D_144.00_-41.00_0.25	220.38	1.21	2335
D_144.00_-41.50_0.25	156.66	1.21	2318
D_144.50_-16.00_0.25	314.57	1.19	2961
D_144.50_-17.00_0.25	220.59	1.19	2946
D_144.50_-17.50_0.25	40.92	1.12	2938
D_144.50_-27.50_0.25	82.78	1.19	2737
D_144.50_-29.00_0.25	94.81	1.19	2699
D_144.50_-30.00_0.25	139.64	1.19	2673
D_144.50_-31.50_0.25	34.76	1.19	2633
D_144.50_-32.50_0.25	181.29	1.19	2605
D_144.50_-33.50_0.25	52.65	1.19	2576
D_144.50_-35.00_0.25	113.34	1.19	2531
D_144.50_-35.50_0.25	285.62	1.19	2516
D_144.50_-36.00_0.25	265.75	1.19	2501
D_144.50_-36.50_0.25	86.15	1.19	2485
D_144.50_-37.00_0.25	109.07	1.19	2469
D_144.50_-38.00_0.25	113.39	1.21	2437
D_144.50_-38.50_0.25	652.27	1.21	2420
D_144.50_-39.00_0.25	148.17	1.21	2404
D_144.50_-39.50_0.25	662.79	1.21	2387
D_144.50_-40.00_0.25	946.56	1.31	2370
D_144.50_-40.50_0.25	594.67	1.31	2353
D_144.50_-41.00_0.25	725.08	1.31	2335
D_144.50_-41.50_0.25	323.88	1.21	2318
D_144.50_-42.00_0.25	218.87	1.21	2300
D_144.50_-42.50_0.25	46.60	1.21	2282
D_144.50_-43.00_0.25	37.85	1.21	2264
D_144.50_-45.00_0.25	48.72	1.09	2190
D_145.00_-15.00_0.25	105.64	1.19	2975
D_145.00_-17.00_0.25	76.76	1.19	2946
D_145.00_-21.00_0.25	44.29	1.19	2877
D_145.00_-29.00_0.25	48.63	1.19	2699
D_145.00_-31.50_0.25	57.33	1.19	2633
D_145.00_-32.00_0.25	131.25	1.19	2619
D_145.00_-33.00_0.25	70.47	1.19	2591
D_145.00_-35.00_0.25	349.94	1.19	2531
D_145.00_-35.50_0.25	49.76	1.19	2516
D_145.00_-36.00_0.25	285.16	1.19	2501
D_145.00_-36.50_0.25	98.15	1.19	2485
D_145.00_-37.00_0.25	183.00	1.19	2469
D_145.00_-37.50_0.25	102.39	1.19	2453
D_145.00_-38.00_0.25	389.33	1.21	2437
D_145.00_-38.50_0.25	586.84	1.21	2420
D_145.00_-39.00_0.25	756.15	1.21	2404
D_145.00_-39.50_0.25	141.05	1.21	2387
D_145.00_-40.00_0.25	147.35	1.21	2370
D_145.00_-40.50_0.25	478.50	1.31	2353
D_145.00_-41.00_0.25	351.16	1.31	2335
D_145.00_-41.50_0.25	884.60	1.31	2318
D_145.00_-42.00_0.25	599.01	1.31	2300
D_145.00_-42.50_0.25	147.47	1.21	2282
D_145.00_-45.00_0.25	105.35	1.09	2190
D_145.50_-16.50_0.25	65.47	1.19	2953
D_145.50_-17.00_0.25	73.39	1.19	2946
D_145.50_-18.00_0.25	94.62	1.19	2930
D_145.50_-18.50_0.25	233.25	1.19	2922
D_145.50_-28.00_0.25	76.88	1.19	2725
D_145.50_-31.50_0.25	60.23	1.19	2633
D_145.50_-34.50_0.25	144.32	1.19	2546
D_145.50_-35.00_0.25	38.61	1.19	2531
D_145.50_-35.50_0.25	41.47	1.19	2516
D_145.50_-36.00_0.25	50.47	1.19	2501
D_145.50_-36.50_0.25	62.63	1.19	2485
D_145.50_-37.00_0.25	94.09	1.19	2469
D_145.50_-37.50_0.25	72.59	1.19	2453
D_145.50_-38.00_0.25	579.74	1.19	2437
D_145.50_-38.50_0.25	280.66	1.21	2420
D_145.50_-39.00_0.25	106.23	1.21	2404
D_145.50_-39.50_0.25	194.84	1.21	2387
D_145.50_-40.50_0.25	28.68	1.21	2353
D_145.50_-41.00_0.25	313.03	1.31	2335
D_145.50_-41.50_0.25	225.80	1.31	2318
D_145.50_-42.00_0.25	1207.88	1.31	2300
D_145.50_-43.00_0.25	93.84	1.21	2264
D_145.50_-43.50_0.25	107.93	1.21	2246
D_145.50_-44.00_0.25	64.14	1.21	2227
D_146.00_-15.50_0.25	59.56	1.09	2968
D_146.00_-16.50_0.25	113.99	1.19	2953
D_146.00_-17.00_0.25	187.07	1.19	2946
D_146.00_-17.50_0.25	291.15	1.19	2938
D_146.00_-18.00_0.25	44.29	1.19	2930
D_146.00_-18.50_0.25	44.29	1.19	2922
D_146.00_-20.50_0.25	33.65	1.19	2887
D_146.00_-21.00_0.25	25.56	1.19	2877
D_146.00_-31.00_0.25	83.37	1.19	2647
D_146.00_-34.50_0.25	123.18	1.19	2546
D_146.00_-35.00_0.25	80.64	1.19	2531
D_146.00_-35.50_0.25	147.30	1.19	2516
D_146.00_-36.00_0.25	146.67	1.19	2501
D_146.00_-36.50_0.25	273.82	1.19	2485
D_146.00_-37.00_0.25	358.57	1.19	2469
D_146.00_-37.50_0.25	253.52	1.19	2453
D_146.00_-38.00_0.25	365.68	1.19	2437
D_146.00_-38.50_0.25	1229.02	1.21	2420
D_146.00_-39.00_0.25	449.28	1.21	2404
D_146.00_-39.50_0.25	62.61	1.21	2387
D_146.00_-40.00_0.25	28.68	1.21	2370
D_146.00_-41.00_0.25	532.24	1.31	2335
D_146.00_-41.50_0.25	466.21	1.31	2318
D_146.00_-42.00_0.25	816.51	1.31	2300
D_146.00_-42.50_0.25	332.57	1.31	2282
D_146.00_-43.00_0.25	370.25	1.31	2264
D_146.00_-43.50_0.25	621.63	1.31	2246
D_146.00_-44.00_0.25	225.14	1.21	2227
D_146.50_-17.00_0.25	403.79	1.09	2946
D_146.50_-17.50_0.25	452.67	1.19	2938
D_146.50_-18.00_0.25	66.90	1.19	2930
D_146.50_-19.00_0.25	44.29	1.19	2913
D_146.50_-20.00_0.25	25.56	1.19	2896
D_146.50_-20.50_0.25	91.28	1.19	2887
D_146.50_-21.00_0.25	264.52	1.19	2877
D_146.50_-22.00_0.25	33.65	1.19	2858
D_146.50_-22.50_0.25	58.31	1.19	2848
D_146.50_-24.00_0.25	139.87	1.19	2817
D_146.50_-27.00_0.25	76.69	1.19	2749
D_146.50_-27.50_0.25	242.07	1.19	2737
D_146.50_-28.50_0.25	149.15	1.19	2712
D_146.50_-29.00_0.25	116.79	1.19	2699
D_146.50_-32.00_0.25	73.51	1.19	2619
D_146.50_-32.50_0.25	107.24	1.19	2605
D_146.50_-33.00_0.25	31.01	1.19	2591
D_146.50_-34.00_0.25	103.11	1.19	2561
D_146.50_-34.50_0.25	109.92	1.19	2546
D_146.50_-35.00_0.25	77.03	1.19	2531
D_146.50_-35.50_0.25	49.75	1.19	2516
D_146.50_-36.00_0.25	25.56	1.19	2501
D_146.50_-36.50_0.25	155.93	1.19	2485
D_146.50_-37.00_0.25	176.12	1.19	2469
D_146.50_-37.50_0.25	1243.73	1.19	2453
D_146.50_-38.00_0.25	851.87	1.21	2437
D_146.50_-38.50_0.25	2434.17	1.21	2420
D_146.50_-39.00_0.25	190.83	1.21	2404
D_146.50_-40.50_0.25	56.87	1.21	2353
D_146.50_-41.00_0.25	64.47	1.31	2335
D_146.50_-41.50_0.25	412.98	1.31	2318
D_146.50_-42.00_0.25	369.62	1.31	2300
D_146.50_-43.00_0.25	534.62	1.31	2264
D_146.50_-43.50_0.25	267.70	1.31	2246
D_146.50_-44.00_0.25	160.75	1.31	2227
D_146.50_-44.50_0.25	14.48	1.09	2209
D_146.50_-45.00_0.25	19.54	1.00	2190
D_147.00_-18.50_0.25	241.33	1.19	2922
D_147.00_-19.00_0.25	29.33	1.19	2913
D_147.00_-20.00_0.25	29.33	1.19	2896
D_147.00_-20.50_0.25	103.18	1.19	2887
D_147.00_-21.00_0.25	38.61	1.19	2877
D_147.00_-21.50_0.25	29.33	1.19	2868
D_147.00_-23.00_0.25	66.90	1.19	2838
D_147.00_-27.00_0.25	235.81	1.19	2749
D_147.00_-27.50_0.25	66.84	1.19	2737
D_147.00_-28.00_0.25	92.51	1.19	2725
D_147.00_-30.00_0.25	93.83	1.19	2673
D_147.00_-30.50_0.25	58.24	1.19	2660
D_147.00_-32.50_0.25	39.08	1.19	2605
D_147.00_-33.00_0.25	35.44	1.19	2591
D_147.00_-33.50_0.25	44.73	1.19	2576
D_147.00_-34.00_0.25	543.85	1.19	2561
D_147.00_-34.50_0.25	119.28	1.19	2546
D_147.00_-35.00_0.25	25.56	1.19	2531
D_147.00_-35.50_0.25	88.73	1.19	2516
D_147.00_-36.00_0.25	160.22	1.19	2501
D_147.00_-36.50_0.25	102.22	1.19	2485
D_147.00_-37.00_0.25	2059.27	1.19	2469
D_147.00_-37.50_0.25	131.14	1.19	2453
D_147.00_-38.00_0.25	83.67	1.21	2437
D_147.00_-38.50_0.25	193.03	1.21	2420
D_147.00_-39.00_0.25	31.71	1.21	2404
D_147.00_-40.00_0.25	47.69	1.21	2370
D_147.00_-41.00_0.25	80.36	1.19	2335
D_147.00_-41.50_0.25	126.04	1.31	2318
D_147.00_-42.00_0.25	140.10	1.31	2300
D_147.00_-43.50_0.25	159.32	1.31	2246
D_147.00_-44.00_0.25	99.07	1.31	2227
D_147.00_-44.50_0.25	23.11	1.09	2209
D_147.50_-18.50_0.25	344.58	1.19	2922
D_147.50_-19.50_0.25	50.82	1.19	2905
D_147.50_-20.00_0.25	692.39	1.19	2896
D_147.50_-22.00_0.25	33.65	1.19	2858
D_147.50_-23.00_0.25	54.88	1.19	2838
D_147.50_-29.00_0.25	42.38	1.19	2699
D_147.50_-30.00_0.25	79.30	1.19	2673
D_147.50_-31.00_0.25	150.55	1.19	2647
D_147.50_-32.50_0.25	36.59	1.19	2605
D_147.50_-33.00_0.25	83.47	1.19	2591
D_147.50_-33.50_0.25	93.41	1.19	2576
D_147.50_-34.00_0.25	690.64	1.19	2561
D_147.50_-34.50_0.25	278.48	1.19	2546
D_147.50_-35.00_0.25	139.49	1.19	2531
D_147.50_-35.50_0.25	105.18	1.19	2516
D_147.50_-36.00_0.25	131.16	1.19	2501
D_147.50_-36.50_0.25	118.47	1.19	2485
D_147.50_-37.00_0.25	195.62	1.19	2469
D_147.50_-37.50_0.25	124.93	1.19	2453
D_147.50_-38.00_0.25	173.17	1.21	2437
D_147.50_-38.50_0.25	183.77	1.21	2420
D_147.50_-40.50_0.25	65.90	1.21	2353
D_147.50_-41.00_0.25	30.73	1.19	2335
D_147.50_-41.50_0.25	1300.55	1.19	2318
D_147.50_-42.00_0.25	326.81	1.19	2300
D_147.50_-42.50_0.25	241.07	1.31	2282
D_147.50_-43.50_0.25	112.66	1.31	2246
D_147.50_-44.00_0.25	61.60	1.31	2227
D_148.00_-19.00_0.25	58.31	1.19	2913
D_148.00_-19.50_0.25	359.95	1.19	2905
D_148.00_-20.00_0.25	29.33	1.19	2896
D_148.00_-20.50_0.25	88.08	1.19	2887
D_148.00_-23.50_0.25	53.43	1.19	2828
D_148.00_-27.00_0.25	88.68	1.19	2749
D_148.00_-28.00_0.25	273.27	1.19	2725
D_148.00_-32.00_0.25	47.15	1.19	2619
D_148.00_-32.50_0.25	83.72	1.19	2605
D_148.00_-33.00_0.25	14.76	1.19	2591
D_148.00_-33.50_0.25	75.90	1.19	2576
D_148.00_-34.00_0.25	352.91	1.19	2561
D_148.00_-34.50_0.25	199.89	1.19	2546
D_148.00_-35.00_0.25	167.19	1.19	2531
D_148.00_-35.50_0.25	23.33	1.19	2516
D_148.00_-36.00_0.25	106.85	1.19	2501
D_148.00_-36.50_0.25	376.07	1.19	2485
D_148.00_-37.00_0.25	134.39	1.19	2469
D_148.00_-37.50_0.25	251.26	1.19	2453
D_148.00_-38.00_0.25	92.86	1.21	2437
D_148.00_-39.00_0.25	49.35	1.21	2404
D_148.00_-41.00_0.25	52.06	1.19	2335
D_148.00_-41.50_0.25	1133.52	1.19	2318
D_148.00_-42.00_0.25	574.94	1.19	2300
D_148.00_-42.50_0.25	67.38	1.19	2282
D_148.00_-43.50_0.25	67.23	1.19	2246
D_148.00_-45.00_0.25	14.34	1.00	2190
D_148.50_-19.50_0.25	66.90	1.19	2905
D_148.50_-20.00_0.25	124.52	1.19	2896
D_148.50_-20.50_0.25	29.33	1.19	2887
D_148.50_-27.50_0.25	74.15	1.19	2737
D_148.50_-28.50_0.25	372.46	1.19	2712
D_148.50_-29.00_0.25	170.90	1.19	2699
D_148.50_-30.00_0.25	62.80	1.19	2673
D_148.50_-31.50_0.25	23.58	1.19	2633
D_148.50_-32.00_0.25	121.40	1.19	2619
D_148.50_-32.50_0.25	354.25	1.19	2605
D_148.50_-33.00_0.25	101.01	1.19	2591
D_148.50_-33.50_0.25	318.14	1.19	2576
D_148.50_-34.00_0.25	437.60	1.19	2561
D_148.50_-34.50_0.25	540.61	1.19	2546
D_148.50_-35.00_0.25	108.41	1.19	2531
D_148.50_-35.50_0.25	285.92	1.19	2516
D_148.50_-36.00_0.25	680.99	1.19	2501
D_148.50_-36.50_0.25	549.36	1.19	2485
D_148.50_-37.00_0.25	51.12	1.19	2469
D_148.50_-37.50_0.25	69.10	1.19	2453
D_148.50_-38.00_0.25	239.37	1.21	2437
D_148.50_-38.50_0.25	126.60	1.21	2420
D_148.50_-39.50_0.25	1452.04	1.21	2387
D_148.50_-40.00_0.25	120.44	1.19	2370
D_148.50_-40.50_0.25	189.81	1.19	2353
D_148.50_-41.50_0.25	30.73	1.19	2318
D_148.50_-42.00_0.25	46.50	1.19	2300
D_148.50_-42.50_0.25	29.36	1.19	2282
D_149.00_-19.50_0.25	406.69	1.19	2905
D_149.00_-20.00_0.25	1970.65	1.19	2896
D_149.00_-21.00_0.25	101.05	1.19	2877
D_149.00_-23.50_0.25	86.84	1.19	2828
D_149.00_-28.00_0.25	139.49	1.19	2725
D_149.00_-28.50_0.25	280.39	1.19	2712
D_149.00_-29.00_0.25	62.27	1.19	2699
D_149.00_-29.50_0.25	49.83	1.19	2687
D_149.00_-31.50_0.25	14.76	1.19	2633
D_149.00_-32.00_0.25	16.94	1.19	2619
D_149.00_-32.50_0.25	123.69	1.19	2605
D_149.00_-33.00_0.25	443.42	1.19	2591
D_149.00_-33.50_0.25	658.58	1.19	2576
D_149.00_-34.00_0.25	803.81	1.19	2561
D_149.00_-34.50_0.25	1884.26	1.19	2546
D_149.00_-35.00_0.25	2405.92	1.19	2531
D_149.00_-35.50_0.25	127.50	1.19	2516
D_149.00_-36.00_0.25	440.89	1.19	2501
D_149.00_-36.50_0.25	373.33	1.19	2485
D_149.00_-37.50_0.25	42.32	1.19	2453
D_149.00_-38.00_0.25	196.68	1.21	2437
D_149.00_-38.50_0.25	173.73	1.21	2420
D_149.00_-40.00_0.25	26.79	1.19	2370
D_149.00_-40.50_0.25	30.73	1.19	2353
D_149.00_-41.00_0.25	26.79	1.19	2335
D_149.00_-42.50_0.25	14.48	1.09	2282
D_149.00_-43.00_0.25	20.19	1.09	2264
D_149.00_-43.50_0.25	18.07	1.09	2246
D_149.50_-18.00_0.25	36.24	1.09	2930
D_149.50_-18.50_0.25	46.86	1.09	2922
D_149.50_-19.50_0.25	48.57	1.19	2905
D_149.50_-21.00_0.25	152.63	1.19	2877
D_149.50_-21.50_0.25	39.23	1.19	2868
D_149.50_-22.50_0.25	67.18	1.19	2848
D_149.50_-24.50_0.25	52.07	1.19	2806
D_149.50_-27.50_0.25	28.22	1.19	2737
D_149.50_-28.00_0.25	104.87	1.19	2725
D_149.50_-28.50_0.25	229.62	1.19	2712
D_149.50_-29.00_0.25	88.41	1.19	2699
D_149.50_-30.50_0.25	31.38	1.19	2660
D_149.50_-31.00_0.25	277.63	1.19	2647
D_149.50_-31.50_0.25	70.86	1.19	2633
D_149.50_-32.00_0.25	436.55	1.19	2619
D_149.50_-32.50_0.25	198.63	1.19	2605
D_149.50_-33.00_0.25	86.92	1.19	2591
D_149.50_-33.50_0.25	98.91	1.19	2576
D_149.50_-34.00_0.25	60.66	1.19	2561
D_149.50_-34.50_0.25	346.91	1.19	2546
D_149.50_-35.00_0.25	972.55	1.19	2531
D_149.50_-35.50_0.25	52.18	1.19	2516
D_149.50_-36.00_0.25	107.36	1.19	2501
D_149.50_-36.50_0.25	148.46	1.19	2485
D_149.50_-37.50_0.25	38.62	1.19	2453
D_149.50_-38.00_0.25	160.56	1.21	2437
D_149.50_-38.50_0.25	65.50	1.21	2420
D_149.50_-39.00_0.25	37.81	1.21	2404
D_149.50_-40.50_0.25	23.82	1.09	2353
D_150.00_-20.00_0.25	68.73	1.19	2896
D_150.00_-20.50_0.25	59.25	1.19	2887
D_150.00_-25.50_0.25	37.91	1.19	2784
D_150.00_-28.00_0.25	287.96	1.19	2725
D_150.00_-29.50_0.25	134.27	1.19	2687
D_150.00_-30.00_0.25	66.73	1.19	2673
D_150.00_-30.50_0.25	80.73	1.19	2660
D_150.00_-31.00_0.25	44.33	1.19	2647
D_150.00_-32.00_0.25	78.80	1.19	2619
D_150.00_-32.50_0.25	76.55	1.19	2605
D_150.00_-33.00_0.25	97.16	1.19	2591
D_150.00_-33.50_0.25	605.45	1.19	2576
D_150.00_-34.00_0.25	119.32	1.19	2561
D_150.00_-34.50_0.25	172.63	1.19	2546
D_150.00_-35.00_0.25	135.93	1.19	2531
D_150.00_-35.50_0.25	25.58	1.19	2516
D_150.00_-36.00_0.25	29.33	1.19	2501
D_150.00_-36.50_0.25	218.86	1.19	2485
D_150.00_-37.00_0.25	37.67	1.19	2469
D_150.00_-38.00_0.25	188.27	1.21	2437
D_150.00_-38.50_0.25	59.32	1.21	2420
D_150.00_-39.50_0.25	25.27	1.09	2387
D_150.50_-20.50_0.25	84.80	1.19	2887
D_150.50_-22.00_0.25	175.13	1.19	2858
D_150.50_-23.50_0.25	59.89	1.19	2828
D_150.50_-24.50_0.25	218.20	1.19	2806
D_150.50_-25.00_0.25	93.55	1.19	2795
D_150.50_-25.50_0.25	134.21	1.19	2784
D_150.50_-26.00_0.25	45.78	1.19	2772
D_150.50_-26.50_0.25	74.71	1.19	2761
D_150.50_-28.00_0.25	151.70	1.19	2725
D_150.50_-29.00_0.25	141.25	1.19	2699
D_150.50_-29.50_0.25	57.45	1.19	2687
D_150.50_-30.00_0.25	100.17	1.19	2673
D_150.50_-30.50_0.25	131.10	1.19	2660
D_150.50_-31.00_0.25	32.95	1.19	2647
D_150.50_-31.50_0.25	52.30	1.19	2633
D_150.50_-32.00_0.25	98.11	1.19	2619
D_150.50_-32.50_0.25	121.81	1.19	2605
D_150.50_-33.50_0.25	272.62	1.19	2576
D_150.50_-34.00_0.25	1278.08	1.19	2561
D_150.50_-34.50_0.25	1477.16	1.19	2546
D_150.50_-35.00_0.25	33.75	1.19	2531
D_150.50_-35.50_0.25	56.81	1.19	2516
D_150.50_-36.00_0.25	54.31	1.09	2501
D_150.50_-36.50_0.25	107.68	1.09	2485
