MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.65,2.8196e-02,7.0489e-04
3.75,2.2396e-02,5.5990e-04
3.85,1.7789e-02,4.4473e-04
3.95,1.4130e-02,3.5325e-04
4.050000000000001,1.1223e-02,2.8058e-04
4.15,8.9145e-03,2.2286e-04
4.25,7.0805e-03,1.7701e-04
4.3500000000000005,5.6237e-03,1.4059e-04
4.450000000000001,4.4666e-03,1.1166e-04
4.550000000000001,3.5474e-03,8.8685e-05
4.65,2.8173e-03,7.0432e-05
4.750000000000001,2.2373e-03,5.5933e-05
4.850000000000001,1.7767e-03,4.4417e-05
4.950000000000001,1.4107e-03,3.5268e-05
5.050000000000001,1.1201e-03,2.8002e-05
5.150000000000001,8.8919e-04,2.2230e-05
5.250000000000002,7.0579e-04,1.7645e-05
5.350000000000001,5.6011e-04,1.4003e-05
5.450000000000001,4.4440e-04,1.1110e-05
5.550000000000002,3.5248e-04,8.8120e-06
5.650000000000002,2.7947e-04,6.9867e-06
5.750000000000002,2.2147e-04,5.5368e-06
5.850000000000001,1.7540e-04,4.3851e-06
5.950000000000002,1.3881e-04,3.4703e-06
6.0500000000000025,1.0975e-04,2.7436e-06
6.150000000000002,8.6657e-05,2.1664e-06
6.250000000000002,6.8317e-05,1.7079e-06
6.350000000000002,5.3749e-05,1.3437e-06
6.450000000000003,4.2178e-05,1.0544e-06
6.5500000000000025,3.2986e-05,8.2465e-07
6.650000000000002,2.5685e-05,6.4212e-07
6.750000000000003,1.9885e-05,4.9713e-07
6.850000000000003,1.5279e-05,3.8197e-07
6.950000000000003,1.1619e-05,2.9048e-07
7.0500000000000025,8.7127e-06,2.1782e-07
7.150000000000003,6.4039e-06,1.6010e-07
7.2500000000000036,4.5699e-06,1.1425e-07
7.350000000000003,3.1131e-06,7.7827e-08
7.450000000000003,1.9559e-06,4.8898e-08
7.550000000000003,1.0368e-06,2.5919e-08
7.650000000000004,3.0665e-07,7.6663e-09
