MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.3499999999999996,2.2766e-01,1.0766e-02
3.4499999999999997,1.8236e-01,8.6237e-03
3.55,1.4608e-01,6.9078e-03
3.65,1.1701e-01,5.5333e-03
3.75,9.3727e-02,4.4322e-03
3.85,7.5076e-02,3.5503e-03
3.95,6.0136e-02,2.8438e-03
4.050000000000001,4.8169e-02,2.2778e-03
4.15,3.8582e-02,1.8245e-03
4.25,3.0903e-02,1.4614e-03
4.3500000000000005,2.4751e-02,1.1705e-03
4.450000000000001,1.9824e-02,9.3745e-04
4.550000000000001,1.5877e-02,7.5080e-04
4.65,1.2715e-02,6.0128e-04
4.750000000000001,1.0182e-02,4.8151e-04
4.850000000000001,8.1535e-03,3.8557e-04
4.950000000000001,6.5284e-03,3.0872e-04
5.050000000000001,5.2266e-03,2.4716e-04
5.150000000000001,4.1838e-03,1.9785e-04
5.250000000000002,3.3484e-03,1.5834e-04
5.350000000000001,2.6793e-03,1.2670e-04
5.450000000000001,2.1433e-03,1.0136e-04
5.550000000000002,1.7140e-03,8.1051e-05
5.650000000000002,1.3700e-03,6.4787e-05
5.750000000000002,1.0945e-03,5.1759e-05
5.850000000000001,8.7385e-04,4.1323e-05
5.950000000000002,6.9707e-04,3.2964e-05
6.0500000000000025,5.5546e-04,2.6267e-05
6.150000000000002,4.4203e-04,2.0903e-05
6.250000000000002,3.5117e-04,1.6606e-05
6.350000000000002,2.7838e-04,1.3164e-05
6.450000000000003,2.2008e-04,1.0407e-05
6.5500000000000025,1.7337e-04,8.1985e-06
6.650000000000002,1.3596e-04,6.4294e-06
6.750000000000003,1.0599e-04,5.0122e-06
6.850000000000003,8.1986e-05,3.8770e-06
6.950000000000003,6.2756e-05,2.9677e-06
7.0500000000000025,4.7353e-05,2.2392e-06
7.150000000000003,3.5014e-05,1.6558e-06
7.2500000000000036,2.5130e-05,1.1884e-06
7.350000000000003,1.7212e-05,8.1395e-07
7.450000000000003,1.0870e-05,5.1403e-07
7.550000000000003,5.7898e-06,2.7379e-07
7.650000000000004,1.7202e-06,8.1348e-08
